DOY  Hora mdif    tcdif
146  0.0   3.66  13.95
146  1.0   2.69  11.80
146  2.0   2.61   5.72
146  3.0   1.99   2.15
146  4.0   3.10   1.48
146  5.0   0.85   0.89
146  6.0   1.10   1.51
146  7.0   1.64   1.42
146  8.0   7.04   0.64
146  9.0   5.25   3.99
146 10.0   2.33   4.34
146 11.0   0.94   3.17
146 12.0   2.97  14.65
146 13.0   1.45  12.60
146 14.0   3.39   3.82
146 15.0   1.13   0.95
146 16.0   3.98   0.08
146 17.0   4.82   1.39
146 18.0   0.28   2.41
146 19.0  19.41   0.92
