DOY  Hora mdif    tcdif
249  0.0    NaN  22.44
249  1.0    NaN    NaN
249  2.0    NaN    NaN
249  3.0    NaN    NaN
249  4.0    NaN    NaN
249  5.0    NaN    NaN
249  6.0  23.21    NaN
249  7.0    NaN    NaN
249  8.0  21.77    NaN
249  9.0    NaN  14.09
249 10.0    NaN  18.65
249 11.0    NaN  12.11
249 12.0    NaN  14.64
249 13.0    NaN    NaN
249 14.0    NaN    NaN
249 15.0  24.21    NaN
249 16.0    NaN    NaN
249 17.0    NaN    NaN
249 18.0    NaN    NaN
249 19.0    NaN    NaN
