DOY  Hora mdif    tcdif
134  0.0   1.60  10.68
134  1.0   3.56   9.97
134  2.0   7.42   2.76
134  3.0   5.14   0.00
134  4.0   4.74   0.41
134  5.0   1.42   0.89
134  6.0   1.62   0.65
134  7.0   3.19   1.14
134  8.0   5.41   3.09
134  9.0   2.66   6.11
134 10.0   -NaN   6.62
134 11.0   7.07   9.50
134 12.0   3.33  21.18
134 13.0   9.92   7.27
134 14.0   3.22   4.16
134 15.0  23.64   2.60
134 16.0  11.24   0.69
134 17.0   5.44   2.09
134 18.0   2.05   3.35
134 19.0   9.66   3.56
