index DOY ASY-D ASY-H SYM-D SYM-H
"2004-11-13 00:00:00" 318 23 17 -3 -63
"2004-11-13 01:00:00" 318 17 20 -1 -63
"2004-11-13 02:00:00" 318 14 22 -1 -63
"2004-11-13 03:00:00" 318 13 20 -2 -62
"2004-11-13 04:00:00" 318 11 22 -2 -58
"2004-11-13 05:00:00" 318 12 30 0 -56
"2004-11-13 06:00:00" 318 17 34 1 -55
"2004-11-13 07:00:00" 318 16 29 1 -55
"2004-11-13 08:00:00" 318 9 30 2 -57
"2004-11-13 09:00:00" 318 9 32 1 -54
"2004-11-13 10:00:00" 318 10 30 1 -52
"2004-11-13 11:00:00" 318 13 21 1 -46
"2004-11-13 12:00:00" 318 11 18 0 -45
"2004-11-13 13:00:00" 318 10 16 -1 -43
"2004-11-13 14:00:00" 318 10 23 -1 -41
"2004-11-13 15:00:00" 318 13 26 -1 -43
"2004-11-13 16:00:00" 318 14 26 -3 -43
"2004-11-13 17:00:00" 318 12 19 -2 -42
"2004-11-13 18:00:00" 318 13 19 0 -40
"2004-11-13 19:00:00" 318 13 21 0 -39
"2004-11-13 20:00:00" 318 8 20 0 -43
"2004-11-13 21:00:00" 318 16 19 -4 -45
"2004-11-13 22:00:00" 318 22 17 -3 -43
"2004-11-13 23:00:00" 318 19 10 -2 -41
