index DOY ASY-D ASY-H SYM-D SYM-H
"2004-11-14 00:00:00" 319 13 17 -2 -47
"2004-11-14 01:00:00" 319 9 37 -3 -60
"2004-11-14 02:00:00" 319 16 39 0 -59
"2004-11-14 03:00:00" 319 18 32 -2 -58
"2004-11-14 04:00:00" 319 14 29 -1 -54
"2004-11-14 05:00:00" 319 10 27 -1 -49
"2004-11-14 06:00:00" 319 9 26 0 -48
"2004-11-14 07:00:00" 319 7 25 -1 -53
"2004-11-14 08:00:00" 319 12 18 0 -53
"2004-11-14 09:00:00" 319 8 18 0 -50
"2004-11-14 10:00:00" 319 5 12 0 -49
"2004-11-14 11:00:00" 319 3 12 -1 -47
"2004-11-14 12:00:00" 319 4 16 -1 -47
"2004-11-14 13:00:00" 319 10 17 0 -46
"2004-11-14 14:00:00" 319 14 18 0 -43
"2004-11-14 15:00:00" 319 11 19 -1 -40
"2004-11-14 16:00:00" 319 10 20 -2 -38
"2004-11-14 17:00:00" 319 10 23 -2 -36
"2004-11-14 18:00:00" 319 17 23 -1 -39
"2004-11-14 19:00:00" 319 15 22 -1 -41
"2004-11-14 20:00:00" 319 11 16 -1 -40
"2004-11-14 21:00:00" 319 14 11 -1 -40
"2004-11-14 22:00:00" 319 12 8 -1 -39
"2004-11-14 23:00:00" 319 10 5 -1 -37
