index DOY ASY-D ASY-H SYM-D SYM-H
"2003-11-23 00:00:00" 327 21 36 -3 -73
"2003-11-23 01:00:00" 327 13 29 -2 -62
"2003-11-23 02:00:00" 327 14 22 -3 -61
"2003-11-23 03:00:00" 327 13 38 -2 -68
"2003-11-23 04:00:00" 327 14 34 0 -68
"2003-11-23 05:00:00" 327 34 52 5 -67
"2003-11-23 06:00:00" 327 26 47 5 -58
"2003-11-23 07:00:00" 327 29 37 6 -63
"2003-11-23 08:00:00" 327 27 36 4 -62
"2003-11-23 09:00:00" 327 19 22 2 -59
"2003-11-23 10:00:00" 327 12 22 0 -54
"2003-11-23 11:00:00" 327 11 19 -2 -47
"2003-11-23 12:00:00" 327 10 17 -1 -44
"2003-11-23 13:00:00" 327 21 24 -1 -49
"2003-11-23 14:00:00" 327 28 33 -1 -39
"2003-11-23 15:00:00" 327 18 28 -2 -36
"2003-11-23 16:00:00" 327 10 37 -2 -31
"2003-11-23 17:00:00" 327 8 33 0 -28
"2003-11-23 18:00:00" 327 13 27 1 -31
"2003-11-23 19:00:00" 327 13 20 1 -36
"2003-11-23 20:00:00" 327 25 44 -3 -46
"2003-11-23 21:00:00" 327 14 24 -2 -46
"2003-11-23 22:00:00" 327 21 21 -2 -39
"2003-11-23 23:00:00" 327 10 15 -2 -32
