index DOY ASY-D ASY-H SYM-D SYM-H
"2003-11-19 00:00:00" 323 17 17 -1 -14
"2003-11-19 01:00:00" 323 13 17 0 -13
"2003-11-19 02:00:00" 323 8 18 0 -13
"2003-11-19 03:00:00" 323 9 19 0 -11
"2003-11-19 04:00:00" 323 8 27 0 -15
"2003-11-19 05:00:00" 323 12 26 2 -21
"2003-11-19 06:00:00" 323 26 21 1 -22
"2003-11-19 07:00:00" 323 22 23 2 -22
"2003-11-19 08:00:00" 323 6 13 1 -22
"2003-11-19 09:00:00" 323 7 8 1 -19
"2003-11-19 10:00:00" 323 19 16 3 -15
"2003-11-19 11:00:00" 323 23 15 0 -13
"2003-11-19 12:00:00" 323 13 9 -1 -13
"2003-11-19 13:00:00" 323 8 14 0 -17
"2003-11-19 14:00:00" 323 9 16 0 -15
"2003-11-19 15:00:00" 323 14 20 2 -18
"2003-11-19 16:00:00" 323 14 27 -2 -15
"2003-11-19 17:00:00" 323 11 18 -1 -17
"2003-11-19 18:00:00" 323 16 37 -4 -10
"2003-11-19 19:00:00" 323 6 14 2 -5
"2003-11-19 20:00:00" 323 6 15 3 -5
"2003-11-19 21:00:00" 323 4 12 3 0
"2003-11-19 22:00:00" 323 3 9 2 1
"2003-11-19 23:00:00" 323 5 10 0 0
