index DOY ASY-D ASY-H SYM-D SYM-H
"2004-11-07 00:00:00" 312 9 11 -1 12
"2004-11-07 01:00:00" 312 7 10 -1 9
"2004-11-07 02:00:00" 312 4 9 -1 11
"2004-11-07 03:00:00" 312 6 13 -1 26
"2004-11-07 04:00:00" 312 7 25 -1 22
"2004-11-07 05:00:00" 312 7 24 1 24
"2004-11-07 06:00:00" 312 9 16 2 23
"2004-11-07 07:00:00" 312 11 13 3 21
"2004-11-07 08:00:00" 312 18 12 5 22
"2004-11-07 09:00:00" 312 20 10 6 23
"2004-11-07 10:00:00" 312 18 14 4 32
"2004-11-07 11:00:00" 312 17 24 3 61
"2004-11-07 12:00:00" 312 18 24 3 67
"2004-11-07 13:00:00" 312 22 40 1 53
"2004-11-07 14:00:00" 312 28 39 0 52
"2004-11-07 15:00:00" 312 32 45 0 36
"2004-11-07 16:00:00" 312 70 89 3 3
"2004-11-07 17:00:00" 312 46 62 6 -6
"2004-11-07 18:00:00" 312 25 46 3 34
"2004-11-07 19:00:00" 312 34 58 8 76
"2004-11-07 20:00:00" 312 31 59 6 29
"2004-11-07 21:00:00" 312 55 83 0 -74
"2004-11-07 22:00:00" 312 52 115 -8 -74
"2004-11-07 23:00:00" 312 124 134 -15 -136
