index DOY ASY-D ASY-H SYM-D SYM-H
"2004-11-06 00:00:00" 311 16 9 2 12
"2004-11-06 01:00:00" 311 15 11 2 12
"2004-11-06 02:00:00" 311 10 15 1 10
"2004-11-06 03:00:00" 311 3 13 0 9
"2004-11-06 04:00:00" 311 4 7 1 10
"2004-11-06 05:00:00" 311 4 6 1 12
"2004-11-06 06:00:00" 311 5 7 -1 11
"2004-11-06 07:00:00" 311 7 10 -1 11
"2004-11-06 08:00:00" 311 5 7 1 10
"2004-11-06 09:00:00" 311 6 5 2 11
"2004-11-06 10:00:00" 311 5 8 1 11
"2004-11-06 11:00:00" 311 4 9 0 13
"2004-11-06 12:00:00" 311 4 10 0 15
"2004-11-06 13:00:00" 311 6 11 -1 15
"2004-11-06 14:00:00" 311 9 8 -1 15
"2004-11-06 15:00:00" 311 7 7 -1 15
"2004-11-06 16:00:00" 311 5 8 -2 15
"2004-11-06 17:00:00" 311 4 8 -2 16
"2004-11-06 18:00:00" 311 7 5 -2 16
"2004-11-06 19:00:00" 311 6 7 -1 12
"2004-11-06 20:00:00" 311 4 7 -1 12
"2004-11-06 21:00:00" 311 8 7 -1 13
"2004-11-06 22:00:00" 311 10 8 -1 14
"2004-11-06 23:00:00" 311 9 10 -1 15
