index DOY ASY-D ASY-H SYM-D SYM-H
"2004-11-12 00:00:00" 317 15 32 -5 -62
"2004-11-12 01:00:00" 317 22 33 -1 -65
"2004-11-12 02:00:00" 317 15 54 2 -70
"2004-11-12 03:00:00" 317 37 55 -4 -81
"2004-11-12 04:00:00" 317 31 53 -3 -77
"2004-11-12 05:00:00" 317 35 47 -2 -64
"2004-11-12 06:00:00" 317 15 42 -2 -54
"2004-11-12 07:00:00" 317 9 47 -1 -45
"2004-11-12 08:00:00" 317 13 39 -1 -58
"2004-11-12 09:00:00" 317 42 49 -2 -80
"2004-11-12 10:00:00" 317 19 22 -2 -87
"2004-11-12 11:00:00" 317 12 14 -3 -83
"2004-11-12 12:00:00" 317 11 17 -2 -74
"2004-11-12 13:00:00" 317 12 19 -2 -68
"2004-11-12 14:00:00" 317 11 15 0 -55
"2004-11-12 15:00:00" 317 12 13 1 -53
"2004-11-12 16:00:00" 317 21 22 2 -63
"2004-11-12 17:00:00" 317 21 21 -1 -64
"2004-11-12 18:00:00" 317 22 15 -4 -62
"2004-11-12 19:00:00" 317 30 21 -3 -72
"2004-11-12 20:00:00" 317 33 36 -4 -75
"2004-11-12 21:00:00" 317 36 44 -7 -76
"2004-11-12 22:00:00" 317 22 19 -3 -70
"2004-11-12 23:00:00" 317 22 15 -3 -65
