index DOY ASY-D ASY-H SYM-D SYM-H
"2004-11-08 00:00:00" 313 121 150 -26 -201
"2004-11-08 01:00:00" 313 176 217 -36 -198
"2004-11-08 02:00:00" 313 105 225 -13 -240
"2004-11-08 03:00:00" 313 89 236 3 -303
"2004-11-08 04:00:00" 313 83 281 4 -372
"2004-11-08 05:00:00" 313 110 225 18 -379
"2004-11-08 06:00:00" 313 74 150 10 -376
"2004-11-08 07:00:00" 313 80 105 16 -342
"2004-11-08 08:00:00" 313 102 193 26 -314
"2004-11-08 09:00:00" 313 90 147 8 -288
"2004-11-08 10:00:00" 313 127 140 11 -220
"2004-11-08 11:00:00" 313 99 94 5 -204
"2004-11-08 12:00:00" 313 72 60 0 -170
"2004-11-08 13:00:00" 313 44 34 -4 -158
"2004-11-08 14:00:00" 313 24 25 -8 -150
"2004-11-08 15:00:00" 313 17 30 -8 -138
"2004-11-08 16:00:00" 313 22 35 -8 -132
"2004-11-08 17:00:00" 313 27 39 -6 -122
"2004-11-08 18:00:00" 313 41 39 -8 -116
"2004-11-08 19:00:00" 313 62 69 -14 -115
"2004-11-08 20:00:00" 313 67 76 -11 -114
"2004-11-08 21:00:00" 313 58 76 -6 -112
"2004-11-08 22:00:00" 313 63 69 -9 -117
"2004-11-08 23:00:00" 313 46 73 -10 -124
