index DOY ASY-D ASY-H SYM-D SYM-H
"2004-11-11 00:00:00" 316 71 37 -2 -109
"2004-11-11 01:00:00" 316 73 53 1 -102
"2004-11-11 02:00:00" 316 59 46 -1 -98
"2004-11-11 03:00:00" 316 39 42 -2 -95
"2004-11-11 04:00:00" 316 22 40 0 -99
"2004-11-11 05:00:00" 316 46 54 10 -101
"2004-11-11 06:00:00" 316 31 51 9 -101
"2004-11-11 07:00:00" 316 32 57 11 -95
"2004-11-11 08:00:00" 316 25 53 7 -85
"2004-11-11 09:00:00" 316 17 49 5 -74
"2004-11-11 10:00:00" 316 14 38 2 -81
"2004-11-11 11:00:00" 316 16 27 3 -77
"2004-11-11 12:00:00" 316 21 24 1 -68
"2004-11-11 13:00:00" 316 15 18 -2 -68
"2004-11-11 14:00:00" 316 10 17 -3 -73
"2004-11-11 15:00:00" 316 12 21 -3 -64
"2004-11-11 16:00:00" 316 8 12 -3 -65
"2004-11-11 17:00:00" 316 12 25 -3 -49
"2004-11-11 18:00:00" 316 4 14 -2 -46
"2004-11-11 19:00:00" 316 6 8 -2 -55
"2004-11-11 20:00:00" 316 6 6 0 -52
"2004-11-11 21:00:00" 316 9 8 0 -36
"2004-11-11 22:00:00" 316 9 8 0 -34
"2004-11-11 23:00:00" 316 14 15 -4 -44
