index	DOY	Dst
1996-11-17 00:00:00	322	-15
1996-11-17 01:00:00	322	-15
1996-11-17 02:00:00	322	-19
1996-11-17 03:00:00	322	-24
1996-11-17 04:00:00	322	-27
1996-11-17 05:00:00	322	-24
1996-11-17 06:00:00	322	-19
1996-11-17 07:00:00	322	-15
1996-11-17 08:00:00	322	-14
1996-11-17 09:00:00	322	-16
1996-11-17 10:00:00	322	-13
1996-11-17 11:00:00	322	-9
1996-11-17 12:00:00	322	-10
1996-11-17 13:00:00	322	-10
1996-11-17 14:00:00	322	-6
1996-11-17 15:00:00	322	-3
1996-11-17 16:00:00	322	-4
1996-11-17 17:00:00	322	-6
1996-11-17 18:00:00	322	1
1996-11-17 19:00:00	322	-9
1996-11-17 20:00:00	322	-29
1996-11-17 21:00:00	322	-29
1996-11-17 22:00:00	322	-28
1996-11-17 23:00:00	322	-30
