index	DOY	Dst
2000-11-24 00:00:00	329	2
2000-11-24 01:00:00	329	-1
2000-11-24 02:00:00	329	-2
2000-11-24 03:00:00	329	-4
2000-11-24 04:00:00	329	-4
2000-11-24 05:00:00	329	-1
2000-11-24 06:00:00	329	2
2000-11-24 07:00:00	329	-1
2000-11-24 08:00:00	329	-7
2000-11-24 09:00:00	329	-2
2000-11-24 10:00:00	329	6
2000-11-24 11:00:00	329	-3
2000-11-24 12:00:00	329	3
2000-11-24 13:00:00	329	10
2000-11-24 14:00:00	329	10
2000-11-24 15:00:00	329	11
2000-11-24 16:00:00	329	15
2000-11-24 17:00:00	329	11
2000-11-24 18:00:00	329	11
2000-11-24 19:00:00	329	4
2000-11-24 20:00:00	329	-7
2000-11-24 21:00:00	329	-23
2000-11-24 22:00:00	329	-33
2000-11-24 23:00:00	329	-29
