index	DOY	Dst
2000-10-30 00:00:00	304	-54
2000-10-30 01:00:00	304	-54
2000-10-30 02:00:00	304	-52
2000-10-30 03:00:00	304	-42
2000-10-30 04:00:00	304	-41
2000-10-30 05:00:00	304	-45
2000-10-30 06:00:00	304	-44
2000-10-30 07:00:00	304	-39
2000-10-30 08:00:00	304	-35
2000-10-30 09:00:00	304	-38
2000-10-30 10:00:00	304	-40
2000-10-30 11:00:00	304	-36
2000-10-30 12:00:00	304	-34
2000-10-30 13:00:00	304	-35
2000-10-30 14:00:00	304	-38
2000-10-30 15:00:00	304	-40
2000-10-30 16:00:00	304	-36
2000-10-30 17:00:00	304	-31
2000-10-30 18:00:00	304	-27
2000-10-30 19:00:00	304	-29
2000-10-30 20:00:00	304	-30
2000-10-30 21:00:00	304	-31
2000-10-30 22:00:00	304	-30
2000-10-30 23:00:00	304	-29
