index	DOY	Dst
1998-10-18 00:00:00	291	-6
1998-10-18 01:00:00	291	-8
1998-10-18 02:00:00	291	-9
1998-10-18 03:00:00	291	-4
1998-10-18 04:00:00	291	-2
1998-10-18 05:00:00	291	0
1998-10-18 06:00:00	291	0
1998-10-18 07:00:00	291	-5
1998-10-18 08:00:00	291	-7
1998-10-18 09:00:00	291	-12
1998-10-18 10:00:00	291	-17
1998-10-18 11:00:00	291	-19
1998-10-18 12:00:00	291	-18
1998-10-18 13:00:00	291	-16
1998-10-18 14:00:00	291	-13
1998-10-18 15:00:00	291	-14
1998-10-18 16:00:00	291	-13
1998-10-18 17:00:00	291	-18
1998-10-18 18:00:00	291	-19
1998-10-18 19:00:00	291	-14
1998-10-18 20:00:00	291	3
1998-10-18 21:00:00	291	0
1998-10-18 22:00:00	291	2
1998-10-18 23:00:00	291	7
