index	DOY	Dst
2000-06-28 00:00:00	180	-29
2000-06-28 01:00:00	180	-34
2000-06-28 02:00:00	180	-32
2000-06-28 03:00:00	180	-30
2000-06-28 04:00:00	180	-32
2000-06-28 05:00:00	180	-28
2000-06-28 06:00:00	180	-24
2000-06-28 07:00:00	180	-22
2000-06-28 08:00:00	180	-19
2000-06-28 09:00:00	180	-16
2000-06-28 10:00:00	180	-14
2000-06-28 11:00:00	180	-13
2000-06-28 12:00:00	180	-11
2000-06-28 13:00:00	180	-11
2000-06-28 14:00:00	180	-12
2000-06-28 15:00:00	180	-13
2000-06-28 16:00:00	180	-16
2000-06-28 17:00:00	180	-17
2000-06-28 18:00:00	180	-14
2000-06-28 19:00:00	180	-14
2000-06-28 20:00:00	180	-19
2000-06-28 21:00:00	180	-25
2000-06-28 22:00:00	180	-23
2000-06-28 23:00:00	180	-21
