index	DOY	Dst
2017-03-04 00:00:00	63	-19
2017-03-04 01:00:00	63	-23
2017-03-04 02:00:00	63	-27
2017-03-04 03:00:00	63	-26
2017-03-04 04:00:00	63	-31
2017-03-04 05:00:00	63	-38
2017-03-04 06:00:00	63	-36
2017-03-04 07:00:00	63	-30
2017-03-04 08:00:00	63	-30
2017-03-04 09:00:00	63	-31
2017-03-04 10:00:00	63	-26
2017-03-04 11:00:00	63	-24
2017-03-04 12:00:00	63	-19
2017-03-04 13:00:00	63	-22
2017-03-04 14:00:00	63	-26
2017-03-04 15:00:00	63	-28
2017-03-04 16:00:00	63	-29
2017-03-04 17:00:00	63	-28
2017-03-04 18:00:00	63	-25
2017-03-04 19:00:00	63	-19
2017-03-04 20:00:00	63	-19
2017-03-04 21:00:00	63	-26
2017-03-04 22:00:00	63	-30
2017-03-04 23:00:00	63	-30
