index	DOY	Dst
1997-03-22 00:00:00	81	-16
1997-03-22 01:00:00	81	-23
1997-03-22 02:00:00	81	-24
1997-03-22 03:00:00	81	-24
1997-03-22 04:00:00	81	-25
1997-03-22 05:00:00	81	-23
1997-03-22 06:00:00	81	-17
1997-03-22 07:00:00	81	-15
1997-03-22 08:00:00	81	-9
1997-03-22 09:00:00	81	-13
1997-03-22 10:00:00	81	-9
1997-03-22 11:00:00	81	-8
1997-03-22 12:00:00	81	-10
1997-03-22 13:00:00	81	-16
1997-03-22 14:00:00	81	-20
1997-03-22 15:00:00	81	-24
1997-03-22 16:00:00	81	-24
1997-03-22 17:00:00	81	-24
1997-03-22 18:00:00	81	-20
1997-03-22 19:00:00	81	-17
1997-03-22 20:00:00	81	-18
1997-03-22 21:00:00	81	-19
1997-03-22 22:00:00	81	-19
1997-03-22 23:00:00	81	-17
