index	DOY	Dst
2000-08-08 00:00:00	221	-11
2000-08-08 01:00:00	221	-9
2000-08-08 02:00:00	221	-13
2000-08-08 03:00:00	221	-15
2000-08-08 04:00:00	221	-15
2000-08-08 05:00:00	221	-13
2000-08-08 06:00:00	221	-10
2000-08-08 07:00:00	221	-9
2000-08-08 08:00:00	221	-11
2000-08-08 09:00:00	221	-7
2000-08-08 10:00:00	221	-8
2000-08-08 11:00:00	221	-12
2000-08-08 12:00:00	221	-21
2000-08-08 13:00:00	221	-18
2000-08-08 14:00:00	221	-12
2000-08-08 15:00:00	221	-11
2000-08-08 16:00:00	221	-13
2000-08-08 17:00:00	221	-10
2000-08-08 18:00:00	221	-6
2000-08-08 19:00:00	221	-9
2000-08-08 20:00:00	221	-6
2000-08-08 21:00:00	221	-3
2000-08-08 22:00:00	221	-1
2000-08-08 23:00:00	221	-3
