index	DOY	Dst
1997-02-28 00:00:00	59	-76
1997-02-28 01:00:00	59	-64
1997-02-28 02:00:00	59	-67
1997-02-28 03:00:00	59	-64
1997-02-28 04:00:00	59	-63
1997-02-28 05:00:00	59	-65
1997-02-28 06:00:00	59	-56
1997-02-28 07:00:00	59	-54
1997-02-28 08:00:00	59	-54
1997-02-28 09:00:00	59	-55
1997-02-28 10:00:00	59	-54
1997-02-28 11:00:00	59	-55
1997-02-28 12:00:00	59	-55
1997-02-28 13:00:00	59	-46
1997-02-28 14:00:00	59	-44
1997-02-28 15:00:00	59	-45
1997-02-28 16:00:00	59	-43
1997-02-28 17:00:00	59	-52
1997-02-28 18:00:00	59	-56
1997-02-28 19:00:00	59	-47
1997-02-28 20:00:00	59	-46
1997-02-28 21:00:00	59	-42
1997-02-28 22:00:00	59	-36
1997-02-28 23:00:00	59	-36
