index	DOY	Dst
2001-10-13 00:00:00	286	-41
2001-10-13 01:00:00	286	-36
2001-10-13 02:00:00	286	-37
2001-10-13 03:00:00	286	-37
2001-10-13 04:00:00	286	-41
2001-10-13 05:00:00	286	-41
2001-10-13 06:00:00	286	-44
2001-10-13 07:00:00	286	-47
2001-10-13 08:00:00	286	-46
2001-10-13 09:00:00	286	-35
2001-10-13 10:00:00	286	-32
2001-10-13 11:00:00	286	-33
2001-10-13 12:00:00	286	-39
2001-10-13 13:00:00	286	-43
2001-10-13 14:00:00	286	-36
2001-10-13 15:00:00	286	-37
2001-10-13 16:00:00	286	-37
2001-10-13 17:00:00	286	-33
2001-10-13 18:00:00	286	-29
2001-10-13 19:00:00	286	-29
2001-10-13 20:00:00	286	-32
2001-10-13 21:00:00	286	-30
2001-10-13 22:00:00	286	-28
2001-10-13 23:00:00	286	-26
