index	DOY	Dst
1998-05-03 00:00:00	123	-28
1998-05-03 01:00:00	123	-43
1998-05-03 02:00:00	123	-44
1998-05-03 03:00:00	123	-54
1998-05-03 04:00:00	123	-62
1998-05-03 05:00:00	123	-55
1998-05-03 06:00:00	123	-69
1998-05-03 07:00:00	123	-67
1998-05-03 08:00:00	123	-66
1998-05-03 09:00:00	123	-49
1998-05-03 10:00:00	123	-49
1998-05-03 11:00:00	123	-66
1998-05-03 12:00:00	123	-49
1998-05-03 13:00:00	123	-48
1998-05-03 14:00:00	123	-42
1998-05-03 15:00:00	123	-41
1998-05-03 16:00:00	123	-59
1998-05-03 17:00:00	123	-56
1998-05-03 18:00:00	123	-53
1998-05-03 19:00:00	123	-53
1998-05-03 20:00:00	123	-70
1998-05-03 21:00:00	123	-49
1998-05-03 22:00:00	123	-57
1998-05-03 23:00:00	123	-61
