index	DOY	Dst
1997-10-03 00:00:00	276	-12
1997-10-03 01:00:00	276	-11
1997-10-03 02:00:00	276	-9
1997-10-03 03:00:00	276	-13
1997-10-03 04:00:00	276	-20
1997-10-03 05:00:00	276	-16
1997-10-03 06:00:00	276	-9
1997-10-03 07:00:00	276	-20
1997-10-03 08:00:00	276	-28
1997-10-03 09:00:00	276	-26
1997-10-03 10:00:00	276	-19
1997-10-03 11:00:00	276	-18
1997-10-03 12:00:00	276	-20
1997-10-03 13:00:00	276	-11
1997-10-03 14:00:00	276	-12
1997-10-03 15:00:00	276	-16
1997-10-03 16:00:00	276	-21
1997-10-03 17:00:00	276	-27
1997-10-03 18:00:00	276	-31
1997-10-03 19:00:00	276	-32
1997-10-03 20:00:00	276	-35
1997-10-03 21:00:00	276	-30
1997-10-03 22:00:00	276	-27
1997-10-03 23:00:00	276	-26
