index	DOY	Dst
2001-11-25 00:00:00	329	-145
2001-11-25 01:00:00	329	-145
2001-11-25 02:00:00	329	-144
2001-11-25 03:00:00	329	-134
2001-11-25 04:00:00	329	-124
2001-11-25 05:00:00	329	-118
2001-11-25 06:00:00	329	-111
2001-11-25 07:00:00	329	-114
2001-11-25 08:00:00	329	-113
2001-11-25 09:00:00	329	-106
2001-11-25 10:00:00	329	-103
2001-11-25 11:00:00	329	-107
2001-11-25 12:00:00	329	-104
2001-11-25 13:00:00	329	-98
2001-11-25 14:00:00	329	-96
2001-11-25 15:00:00	329	-92
2001-11-25 16:00:00	329	-89
2001-11-25 17:00:00	329	-90
2001-11-25 18:00:00	329	-88
2001-11-25 19:00:00	329	-86
2001-11-25 20:00:00	329	-85
2001-11-25 21:00:00	329	-84
2001-11-25 22:00:00	329	-83
2001-11-25 23:00:00	329	-81
