index	DOY	Dst
2015-10-29 00:00:00	302	12
2015-10-29 01:00:00	302	14
2015-10-29 02:00:00	302	14
2015-10-29 03:00:00	302	15
2015-10-29 04:00:00	302	15
2015-10-29 05:00:00	302	18
2015-10-29 06:00:00	302	18
2015-10-29 07:00:00	302	17
2015-10-29 08:00:00	302	12
2015-10-29 09:00:00	302	8
2015-10-29 10:00:00	302	5
2015-10-29 11:00:00	302	4
2015-10-29 12:00:00	302	4
2015-10-29 13:00:00	302	7
2015-10-29 14:00:00	302	9
2015-10-29 15:00:00	302	10
2015-10-29 16:00:00	302	10
2015-10-29 17:00:00	302	9
2015-10-29 18:00:00	302	8
2015-10-29 19:00:00	302	6
2015-10-29 20:00:00	302	2
2015-10-29 21:00:00	302	1
2015-10-29 22:00:00	302	2
2015-10-29 23:00:00	302	-2
