index	DOY	Dst
2002-11-09 00:00:00	313	-19
2002-11-09 01:00:00	313	-20
2002-11-09 02:00:00	313	-23
2002-11-09 03:00:00	313	-23
2002-11-09 04:00:00	313	-22
2002-11-09 05:00:00	313	-19
2002-11-09 06:00:00	313	-15
2002-11-09 07:00:00	313	-12
2002-11-09 08:00:00	313	-13
2002-11-09 09:00:00	313	-12
2002-11-09 10:00:00	313	-12
2002-11-09 11:00:00	313	-10
2002-11-09 12:00:00	313	-11
2002-11-09 13:00:00	313	-14
2002-11-09 14:00:00	313	-16
2002-11-09 15:00:00	313	-16
2002-11-09 16:00:00	313	-14
2002-11-09 17:00:00	313	-11
2002-11-09 18:00:00	313	-4
2002-11-09 19:00:00	313	10
2002-11-09 20:00:00	313	7
2002-11-09 21:00:00	313	11
2002-11-09 22:00:00	313	10
2002-11-09 23:00:00	313	-3
