index	DOY	Dst
1999-09-14 00:00:00	257	-38
1999-09-14 01:00:00	257	-42
1999-09-14 02:00:00	257	-49
1999-09-14 03:00:00	257	-56
1999-09-14 04:00:00	257	-58
1999-09-14 05:00:00	257	-51
1999-09-14 06:00:00	257	-57
1999-09-14 07:00:00	257	-65
1999-09-14 08:00:00	257	-55
1999-09-14 09:00:00	257	-45
1999-09-14 10:00:00	257	-38
1999-09-14 11:00:00	257	-43
1999-09-14 12:00:00	257	-38
1999-09-14 13:00:00	257	-37
1999-09-14 14:00:00	257	-40
1999-09-14 15:00:00	257	-43
1999-09-14 16:00:00	257	-46
1999-09-14 17:00:00	257	-46
1999-09-14 18:00:00	257	-40
1999-09-14 19:00:00	257	-33
1999-09-14 20:00:00	257	-27
1999-09-14 21:00:00	257	-23
1999-09-14 22:00:00	257	-21
1999-09-14 23:00:00	257	-24
