index	DOY	Dst
2004-11-12 00:00:00	317	-60
2004-11-12 01:00:00	317	-64
2004-11-12 02:00:00	317	-68
2004-11-12 03:00:00	317	-82
2004-11-12 04:00:00	317	-80
2004-11-12 05:00:00	317	-73
2004-11-12 06:00:00	317	-62
2004-11-12 07:00:00	317	-51
2004-11-12 08:00:00	317	-62
2004-11-12 09:00:00	317	-83
2004-11-12 10:00:00	317	-92
2004-11-12 11:00:00	317	-87
2004-11-12 12:00:00	317	-80
2004-11-12 13:00:00	317	-74
2004-11-12 14:00:00	317	-63
2004-11-12 15:00:00	317	-61
2004-11-12 16:00:00	317	-71
2004-11-12 17:00:00	317	-71
2004-11-12 18:00:00	317	-69
2004-11-12 19:00:00	317	-78
2004-11-12 20:00:00	317	-81
2004-11-12 21:00:00	317	-80
2004-11-12 22:00:00	317	-71
2004-11-12 23:00:00	317	-67
