index	DOY	Dst
1996-04-18 00:00:00	109	-39
1996-04-18 01:00:00	109	-30
1996-04-18 02:00:00	109	-31
1996-04-18 03:00:00	109	-38
1996-04-18 04:00:00	109	-36
1996-04-18 05:00:00	109	-37
1996-04-18 06:00:00	109	-35
1996-04-18 07:00:00	109	-37
1996-04-18 08:00:00	109	-35
1996-04-18 09:00:00	109	-31
1996-04-18 10:00:00	109	-26
1996-04-18 11:00:00	109	-22
1996-04-18 12:00:00	109	-24
1996-04-18 13:00:00	109	-22
1996-04-18 14:00:00	109	-27
1996-04-18 15:00:00	109	-28
1996-04-18 16:00:00	109	-25
1996-04-18 17:00:00	109	-24
1996-04-18 18:00:00	109	-21
1996-04-18 19:00:00	109	-20
1996-04-18 20:00:00	109	-24
1996-04-18 21:00:00	109	-30
1996-04-18 22:00:00	109	-26
1996-04-18 23:00:00	109	-29
