index	DOY	Dst
2019-04-10 00:00:00	100	-10
2019-04-10 01:00:00	100	-19
2019-04-10 02:00:00	100	-25
2019-04-10 03:00:00	100	-33
2019-04-10 04:00:00	100	-34
2019-04-10 05:00:00	100	-34
2019-04-10 06:00:00	100	-26
2019-04-10 07:00:00	100	-21
2019-04-10 08:00:00	100	-18
2019-04-10 09:00:00	100	-16
2019-04-10 10:00:00	100	-14
2019-04-10 11:00:00	100	-14
2019-04-10 12:00:00	100	-13
2019-04-10 13:00:00	100	-12
2019-04-10 14:00:00	100	-17
2019-04-10 15:00:00	100	-20
2019-04-10 16:00:00	100	-20
2019-04-10 17:00:00	100	-20
2019-04-10 18:00:00	100	-19
2019-04-10 19:00:00	100	-19
2019-04-10 20:00:00	100	-14
2019-04-10 21:00:00	100	-14
2019-04-10 22:00:00	100	-13
2019-04-10 23:00:00	100	-14
