index DOY Dst
"2003-07-18 00:00:00" 199 -30
"2003-07-18 01:00:00" 199 -26
"2003-07-18 02:00:00" 199 -27
"2003-07-18 03:00:00" 199 -31
"2003-07-18 04:00:00" 199 -34
"2003-07-18 05:00:00" 199 -30
"2003-07-18 06:00:00" 199 -27
"2003-07-18 07:00:00" 199 -25
"2003-07-18 08:00:00" 199 -25
"2003-07-18 09:00:00" 199 -22
"2003-07-18 10:00:00" 199 -17
"2003-07-18 11:00:00" 199 -17
"2003-07-18 12:00:00" 199 -16
"2003-07-18 13:00:00" 199 -13
"2003-07-18 14:00:00" 199 -13
"2003-07-18 15:00:00" 199 -15
"2003-07-18 16:00:00" 199 -12
"2003-07-18 17:00:00" 199 -12
"2003-07-18 18:00:00" 199 -16
"2003-07-18 19:00:00" 199 -15
"2003-07-18 20:00:00" 199 -20
"2003-07-18 21:00:00" 199 -19
"2003-07-18 22:00:00" 199 -20
"2003-07-18 23:00:00" 199 -38
