index DOY Dst
"2019-11-23 00:00:00" 327 -15
"2019-11-23 01:00:00" 327 -15
"2019-11-23 02:00:00" 327 -14
"2019-11-23 03:00:00" 327 -12
"2019-11-23 04:00:00" 327 -13
"2019-11-23 05:00:00" 327 -12
"2019-11-23 06:00:00" 327 -14
"2019-11-23 07:00:00" 327 -18
"2019-11-23 08:00:00" 327 -19
"2019-11-23 09:00:00" 327 -21
"2019-11-23 10:00:00" 327 -17
"2019-11-23 11:00:00" 327 -16
"2019-11-23 12:00:00" 327 -16
"2019-11-23 13:00:00" 327 -16
"2019-11-23 14:00:00" 327 -24
"2019-11-23 15:00:00" 327 -28
"2019-11-23 16:00:00" 327 -26
"2019-11-23 17:00:00" 327 -21
"2019-11-23 18:00:00" 327 -17
"2019-11-23 19:00:00" 327 -18
"2019-11-23 20:00:00" 327 -16
"2019-11-23 21:00:00" 327 -15
"2019-11-23 22:00:00" 327 -11
"2019-11-23 23:00:00" 327 -10
