index DOY Dst
"2003-04-01 00:00:00" 91 -61
"2003-04-01 01:00:00" 91 -68
"2003-04-01 02:00:00" 91 -60
"2003-04-01 03:00:00" 91 -63
"2003-04-01 04:00:00" 91 -56
"2003-04-01 05:00:00" 91 -51
"2003-04-01 06:00:00" 91 -54
"2003-04-01 07:00:00" 91 -55
"2003-04-01 08:00:00" 91 -48
"2003-04-01 09:00:00" 91 -41
"2003-04-01 10:00:00" 91 -37
"2003-04-01 11:00:00" 91 -31
"2003-04-01 12:00:00" 91 -27
"2003-04-01 13:00:00" 91 -31
"2003-04-01 14:00:00" 91 -34
"2003-04-01 15:00:00" 91 -31
"2003-04-01 16:00:00" 91 -31
"2003-04-01 17:00:00" 91 -36
"2003-04-01 18:00:00" 91 -40
"2003-04-01 19:00:00" 91 -41
"2003-04-01 20:00:00" 91 -45
"2003-04-01 21:00:00" 91 -39
"2003-04-01 22:00:00" 91 -34
"2003-04-01 23:00:00" 91 -34
