index DOY Dst
"2003-05-31 00:00:00" 151 -51
"2003-05-31 01:00:00" 151 -49
"2003-05-31 02:00:00" 151 -35
"2003-05-31 03:00:00" 151 -33
"2003-05-31 04:00:00" 151 -46
"2003-05-31 05:00:00" 151 -63
"2003-05-31 06:00:00" 151 -56
"2003-05-31 07:00:00" 151 -47
"2003-05-31 08:00:00" 151 -45
"2003-05-31 09:00:00" 151 -47
"2003-05-31 10:00:00" 151 -44
"2003-05-31 11:00:00" 151 -43
"2003-05-31 12:00:00" 151 -40
"2003-05-31 13:00:00" 151 -43
"2003-05-31 14:00:00" 151 -48
"2003-05-31 15:00:00" 151 -49
"2003-05-31 16:00:00" 151 -48
"2003-05-31 17:00:00" 151 -42
"2003-05-31 18:00:00" 151 -37
"2003-05-31 19:00:00" 151 -35
"2003-05-31 20:00:00" 151 -33
"2003-05-31 21:00:00" 151 -34
"2003-05-31 22:00:00" 151 -35
"2003-05-31 23:00:00" 151 -34
