index DOY Dst
"2003-12-08 00:00:00" 342 -24
"2003-12-08 01:00:00" 342 -22
"2003-12-08 02:00:00" 342 -19
"2003-12-08 03:00:00" 342 -19
"2003-12-08 04:00:00" 342 -18
"2003-12-08 05:00:00" 342 -21
"2003-12-08 06:00:00" 342 -24
"2003-12-08 07:00:00" 342 -30
"2003-12-08 08:00:00" 342 -26
"2003-12-08 09:00:00" 342 -29
"2003-12-08 10:00:00" 342 -37
"2003-12-08 11:00:00" 342 -30
"2003-12-08 12:00:00" 342 -37
"2003-12-08 13:00:00" 342 -33
"2003-12-08 14:00:00" 342 -31
"2003-12-08 15:00:00" 342 -28
"2003-12-08 16:00:00" 342 -33
"2003-12-08 17:00:00" 342 -42
"2003-12-08 18:00:00" 342 -39
"2003-12-08 19:00:00" 342 -37
"2003-12-08 20:00:00" 342 -39
"2003-12-08 21:00:00" 342 -54
"2003-12-08 22:00:00" 342 -49
"2003-12-08 23:00:00" 342 -50
