index DOY Dst
"2019-08-28 00:00:00" 240 -3
"2019-08-28 01:00:00" 240 1
"2019-08-28 02:00:00" 240 -2
"2019-08-28 03:00:00" 240 -2
"2019-08-28 04:00:00" 240 -1
"2019-08-28 05:00:00" 240 -2
"2019-08-28 06:00:00" 240 -5
"2019-08-28 07:00:00" 240 -6
"2019-08-28 08:00:00" 240 -9
"2019-08-28 09:00:00" 240 -7
"2019-08-28 10:00:00" 240 -6
"2019-08-28 11:00:00" 240 -7
"2019-08-28 12:00:00" 240 -10
"2019-08-28 13:00:00" 240 -10
"2019-08-28 14:00:00" 240 -11
"2019-08-28 15:00:00" 240 -11
"2019-08-28 16:00:00" 240 -11
"2019-08-28 17:00:00" 240 -11
"2019-08-28 18:00:00" 240 -11
"2019-08-28 19:00:00" 240 -10
"2019-08-28 20:00:00" 240 -9
"2019-08-28 21:00:00" 240 -8
"2019-08-28 22:00:00" 240 -7
"2019-08-28 23:00:00" 240 -7
