index DOY Dst
"2003-10-05 00:00:00" 278 -1
"2003-10-05 01:00:00" 278 -4
"2003-10-05 02:00:00" 278 -4
"2003-10-05 03:00:00" 278 -4
"2003-10-05 04:00:00" 278 -3
"2003-10-05 05:00:00" 278 -1
"2003-10-05 06:00:00" 278 1
"2003-10-05 07:00:00" 278 2
"2003-10-05 08:00:00" 278 4
"2003-10-05 09:00:00" 278 6
"2003-10-05 10:00:00" 278 7
"2003-10-05 11:00:00" 278 8
"2003-10-05 12:00:00" 278 5
"2003-10-05 13:00:00" 278 1
"2003-10-05 14:00:00" 278 3
"2003-10-05 15:00:00" 278 7
"2003-10-05 16:00:00" 278 9
"2003-10-05 17:00:00" 278 19
"2003-10-05 18:00:00" 278 24
"2003-10-05 19:00:00" 278 31
"2003-10-05 20:00:00" 278 25
"2003-10-05 21:00:00" 278 15
"2003-10-05 22:00:00" 278 1
"2003-10-05 23:00:00" 278 -1
