index DOY Dst
"2003-10-28 00:00:00" 301 -24
"2003-10-28 01:00:00" 301 -24
"2003-10-28 02:00:00" 301 -14
"2003-10-28 03:00:00" 301 -18
"2003-10-28 04:00:00" 301 -4
"2003-10-28 05:00:00" 301 -1
"2003-10-28 06:00:00" 301 -1
"2003-10-28 07:00:00" 301 -5
"2003-10-28 08:00:00" 301 -14
"2003-10-28 09:00:00" 301 -32
"2003-10-28 10:00:00" 301 -32
"2003-10-28 11:00:00" 301 -24
"2003-10-28 12:00:00" 301 -20
"2003-10-28 13:00:00" 301 -16
"2003-10-28 14:00:00" 301 -8
"2003-10-28 15:00:00" 301 -4
"2003-10-28 16:00:00" 301 -4
"2003-10-28 17:00:00" 301 -9
"2003-10-28 18:00:00" 301 -16
"2003-10-28 19:00:00" 301 -18
"2003-10-28 20:00:00" 301 -19
"2003-10-28 21:00:00" 301 -22
"2003-10-28 22:00:00" 301 -14
"2003-10-28 23:00:00" 301 -20
