index DOY Dst
"2019-10-24 00:00:00" 297 8
"2019-10-24 01:00:00" 297 6
"2019-10-24 02:00:00" 297 6
"2019-10-24 03:00:00" 297 8
"2019-10-24 04:00:00" 297 8
"2019-10-24 05:00:00" 297 10
"2019-10-24 06:00:00" 297 18
"2019-10-24 07:00:00" 297 18
"2019-10-24 08:00:00" 297 25
"2019-10-24 09:00:00" 297 24
"2019-10-24 10:00:00" 297 4
"2019-10-24 11:00:00" 297 3
"2019-10-24 12:00:00" 297 -1
"2019-10-24 13:00:00" 297 -5
"2019-10-24 14:00:00" 297 -5
"2019-10-24 15:00:00" 297 -6
"2019-10-24 16:00:00" 297 -14
"2019-10-24 17:00:00" 297 -12
"2019-10-24 18:00:00" 297 -16
"2019-10-24 19:00:00" 297 -15
"2019-10-24 20:00:00" 297 -17
"2019-10-24 21:00:00" 297 -17
"2019-10-24 22:00:00" 297 -17
"2019-10-24 23:00:00" 297 -9
