index DOY Dst
"2003-03-04 00:00:00" 63 -67
"2003-03-04 01:00:00" 63 -55
"2003-03-04 02:00:00" 63 -57
"2003-03-04 03:00:00" 63 -65
"2003-03-04 04:00:00" 63 -59
"2003-03-04 05:00:00" 63 -57
"2003-03-04 06:00:00" 63 -57
"2003-03-04 07:00:00" 63 -67
"2003-03-04 08:00:00" 63 -60
"2003-03-04 09:00:00" 63 -51
"2003-03-04 10:00:00" 63 -43
"2003-03-04 11:00:00" 63 -44
"2003-03-04 12:00:00" 63 -42
"2003-03-04 13:00:00" 63 -42
"2003-03-04 14:00:00" 63 -43
"2003-03-04 15:00:00" 63 -43
"2003-03-04 16:00:00" 63 -42
"2003-03-04 17:00:00" 63 -39
"2003-03-04 18:00:00" 63 -36
"2003-03-04 19:00:00" 63 -34
"2003-03-04 20:00:00" 63 -43
"2003-03-04 21:00:00" 63 -43
"2003-03-04 22:00:00" 63 -31
"2003-03-04 23:00:00" 63 -25
