index DOY Dst
"2003-10-20 00:00:00" 293 -49
"2003-10-20 01:00:00" 293 -44
"2003-10-20 02:00:00" 293 -40
"2003-10-20 03:00:00" 293 -40
"2003-10-20 04:00:00" 293 -40
"2003-10-20 05:00:00" 293 -35
"2003-10-20 06:00:00" 293 -29
"2003-10-20 07:00:00" 293 -31
"2003-10-20 08:00:00" 293 -40
"2003-10-20 09:00:00" 293 -44
"2003-10-20 10:00:00" 293 -45
"2003-10-20 11:00:00" 293 -37
"2003-10-20 12:00:00" 293 -34
"2003-10-20 13:00:00" 293 -42
"2003-10-20 14:00:00" 293 -43
"2003-10-20 15:00:00" 293 -40
"2003-10-20 16:00:00" 293 -35
"2003-10-20 17:00:00" 293 -27
"2003-10-20 18:00:00" 293 -23
"2003-10-20 19:00:00" 293 -24
"2003-10-20 20:00:00" 293 -34
"2003-10-20 21:00:00" 293 -57
"2003-10-20 22:00:00" 293 -50
"2003-10-20 23:00:00" 293 -41
