index DOY Dst
"2003-05-13 00:00:00" 133 -18
"2003-05-13 01:00:00" 133 -19
"2003-05-13 02:00:00" 133 -16
"2003-05-13 03:00:00" 133 -16
"2003-05-13 04:00:00" 133 -18
"2003-05-13 05:00:00" 133 -21
"2003-05-13 06:00:00" 133 -24
"2003-05-13 07:00:00" 133 -23
"2003-05-13 08:00:00" 133 -15
"2003-05-13 09:00:00" 133 -17
"2003-05-13 10:00:00" 133 -19
"2003-05-13 11:00:00" 133 -20
"2003-05-13 12:00:00" 133 -14
"2003-05-13 13:00:00" 133 -14
"2003-05-13 14:00:00" 133 -17
"2003-05-13 15:00:00" 133 -26
"2003-05-13 16:00:00" 133 -31
"2003-05-13 17:00:00" 133 -30
"2003-05-13 18:00:00" 133 -25
"2003-05-13 19:00:00" 133 -23
"2003-05-13 20:00:00" 133 -22
"2003-05-13 21:00:00" 133 -22
"2003-05-13 22:00:00" 133 -17
"2003-05-13 23:00:00" 133 -18
