index DOY Dst
"2019-07-16 00:00:00" 197 -6
"2019-07-16 01:00:00" 197 -2
"2019-07-16 02:00:00" 197 -5
"2019-07-16 03:00:00" 197 -8
"2019-07-16 04:00:00" 197 -12
"2019-07-16 05:00:00" 197 -12
"2019-07-16 06:00:00" 197 -11
"2019-07-16 07:00:00" 197 -13
"2019-07-16 08:00:00" 197 -11
"2019-07-16 09:00:00" 197 -9
"2019-07-16 10:00:00" 197 -8
"2019-07-16 11:00:00" 197 -7
"2019-07-16 12:00:00" 197 -7
"2019-07-16 13:00:00" 197 -6
"2019-07-16 14:00:00" 197 -5
"2019-07-16 15:00:00" 197 -5
"2019-07-16 16:00:00" 197 -4
"2019-07-16 17:00:00" 197 -2
"2019-07-16 18:00:00" 197 1
"2019-07-16 19:00:00" 197 1
"2019-07-16 20:00:00" 197 2
"2019-07-16 21:00:00" 197 -1
"2019-07-16 22:00:00" 197 -3
"2019-07-16 23:00:00" 197 -5
