index DOY Dst
"2019-06-28 00:00:00" 179 9
"2019-06-28 01:00:00" 179 8
"2019-06-28 02:00:00" 179 7
"2019-06-28 03:00:00" 179 5
"2019-06-28 04:00:00" 179 4
"2019-06-28 05:00:00" 179 2
"2019-06-28 06:00:00" 179 3
"2019-06-28 07:00:00" 179 0
"2019-06-28 08:00:00" 179 0
"2019-06-28 09:00:00" 179 1
"2019-06-28 10:00:00" 179 3
"2019-06-28 11:00:00" 179 2
"2019-06-28 12:00:00" 179 4
"2019-06-28 13:00:00" 179 3
"2019-06-28 14:00:00" 179 -1
"2019-06-28 15:00:00" 179 -2
"2019-06-28 16:00:00" 179 -3
"2019-06-28 17:00:00" 179 -4
"2019-06-28 18:00:00" 179 -4
"2019-06-28 19:00:00" 179 -7
"2019-06-28 20:00:00" 179 -8
"2019-06-28 21:00:00" 179 -6
"2019-06-28 22:00:00" 179 -3
"2019-06-28 23:00:00" 179 -2
