index DOY Dst
"2003-01-25 00:00:00" 25 -40
"2003-01-25 01:00:00" 25 -32
"2003-01-25 02:00:00" 25 -32
"2003-01-25 03:00:00" 25 -33
"2003-01-25 04:00:00" 25 -36
"2003-01-25 05:00:00" 25 -28
"2003-01-25 06:00:00" 25 -37
"2003-01-25 07:00:00" 25 -44
"2003-01-25 08:00:00" 25 -41
"2003-01-25 09:00:00" 25 -29
"2003-01-25 10:00:00" 25 -38
"2003-01-25 11:00:00" 25 -38
"2003-01-25 12:00:00" 25 -34
"2003-01-25 13:00:00" 25 -35
"2003-01-25 14:00:00" 25 -36
"2003-01-25 15:00:00" 25 -34
"2003-01-25 16:00:00" 25 -31
"2003-01-25 17:00:00" 25 -23
"2003-01-25 18:00:00" 25 -23
"2003-01-25 19:00:00" 25 -21
"2003-01-25 20:00:00" 25 -22
"2003-01-25 21:00:00" 25 -22
"2003-01-25 22:00:00" 25 -22
"2003-01-25 23:00:00" 25 -21
