index DOY Dst
"2003-08-17 00:00:00" 229 1
"2003-08-17 01:00:00" 229 8
"2003-08-17 02:00:00" 229 10
"2003-08-17 03:00:00" 229 7
"2003-08-17 04:00:00" 229 7
"2003-08-17 05:00:00" 229 8
"2003-08-17 06:00:00" 229 9
"2003-08-17 07:00:00" 229 10
"2003-08-17 08:00:00" 229 11
"2003-08-17 09:00:00" 229 11
"2003-08-17 10:00:00" 229 12
"2003-08-17 11:00:00" 229 14
"2003-08-17 12:00:00" 229 13
"2003-08-17 13:00:00" 229 14
"2003-08-17 14:00:00" 229 27
"2003-08-17 15:00:00" 229 25
"2003-08-17 16:00:00" 229 18
"2003-08-17 17:00:00" 229 16
"2003-08-17 18:00:00" 229 1
"2003-08-17 19:00:00" 229 -26
"2003-08-17 20:00:00" 229 -31
"2003-08-17 21:00:00" 229 -44
"2003-08-17 22:00:00" 229 -52
"2003-08-17 23:00:00" 229 -63
