index DOY Dst
"2003-01-03 00:00:00" 3 16
"2003-01-03 01:00:00" 3 9
"2003-01-03 02:00:00" 3 5
"2003-01-03 03:00:00" 3 4
"2003-01-03 04:00:00" 3 5
"2003-01-03 05:00:00" 3 8
"2003-01-03 06:00:00" 3 15
"2003-01-03 07:00:00" 3 18
"2003-01-03 08:00:00" 3 12
"2003-01-03 09:00:00" 3 3
"2003-01-03 10:00:00" 3 5
"2003-01-03 11:00:00" 3 3
"2003-01-03 12:00:00" 3 3
"2003-01-03 13:00:00" 3 4
"2003-01-03 14:00:00" 3 5
"2003-01-03 15:00:00" 3 -4
"2003-01-03 16:00:00" 3 -9
"2003-01-03 17:00:00" 3 -19
"2003-01-03 18:00:00" 3 -29
"2003-01-03 19:00:00" 3 -32
"2003-01-03 20:00:00" 3 -33
"2003-01-03 21:00:00" 3 -31
"2003-01-03 22:00:00" 3 -25
"2003-01-03 23:00:00" 3 -21
