index DOY Dst
"2019-05-29 00:00:00" 149 3
"2019-05-29 01:00:00" 149 1
"2019-05-29 02:00:00" 149 -7
"2019-05-29 03:00:00" 149 -14
"2019-05-29 04:00:00" 149 -22
"2019-05-29 05:00:00" 149 -26
"2019-05-29 06:00:00" 149 -28
"2019-05-29 07:00:00" 149 -23
"2019-05-29 08:00:00" 149 -17
"2019-05-29 09:00:00" 149 -17
"2019-05-29 10:00:00" 149 -21
"2019-05-29 11:00:00" 149 -21
"2019-05-29 12:00:00" 149 -17
"2019-05-29 13:00:00" 149 -14
"2019-05-29 14:00:00" 149 -15
"2019-05-29 15:00:00" 149 -16
"2019-05-29 16:00:00" 149 -15
"2019-05-29 17:00:00" 149 -15
"2019-05-29 18:00:00" 149 -16
"2019-05-29 19:00:00" 149 -15
"2019-05-29 20:00:00" 149 -9
"2019-05-29 21:00:00" 149 -11
"2019-05-29 22:00:00" 149 -11
"2019-05-29 23:00:00" 149 -10
