2003-06-01 00:00:00.000 001      380.20  28085.70  30921.70  41772.80
2003-06-01 00:01:00.000 001      380.20  28085.30  30921.60  41772.50
2003-06-01 00:02:00.000 001      380.20  28085.10  30921.60  41772.30
2003-06-01 00:03:00.000 001      380.20  28084.90  30921.50  41772.10
2003-06-01 00:04:00.000 001      380.20  28084.70  30921.40  41771.80
2003-06-01 00:05:00.000 001      380.20  28084.50  30921.30  41771.60
2003-06-01 00:06:00.000 001      380.20  28084.40  30921.30  41771.60
2003-06-01 00:07:00.000 001      380.20  28084.40  30921.00  41771.30
2003-06-01 00:08:00.000 001      380.20  28084.20  30920.90  41771.10
2003-06-01 00:09:00.000 001      380.20  28084.10  30920.70  41771.00
2003-06-01 00:10:00.000 001      380.20  28084.10  30920.60  41770.80
2003-06-01 00:11:00.000 001      380.20  28084.00  30920.40  41770.60
2003-06-01 00:12:00.000 001      380.20  28083.80  30920.40  41770.60
2003-06-01 00:13:00.000 001      380.10  28083.70  30920.20  41770.30
2003-06-01 00:14:00.000 001      380.10  28083.70  30920.20  41770.30
2003-06-01 00:15:00.000 001      380.10  28083.70  30920.00  41770.10
2003-06-01 00:16:00.000 001      380.10  28083.80  30919.90  41770.10
2003-06-01 00:17:00.000 001      380.10  28083.90  30919.80  41770.10
2003-06-01 00:18:00.000 001      380.10  28084.00  30919.70  41770.10
2003-06-01 00:19:00.000 001      380.10  28084.30  30919.60  41770.30
2003-06-01 00:20:00.000 001      380.10  28084.50  30919.50  41770.30
2003-06-01 00:21:00.000 001      380.10  28084.70  30919.50  41770.50
2003-06-01 00:22:00.000 001      380.10  28085.10  30919.40  41770.60
2003-06-01 00:23:00.000 001      380.10  28085.30  30919.40  41770.80
2003-06-01 00:24:00.000 001      380.10  28085.50  30919.30  41770.80
2003-06-01 00:25:00.000 001      380.10  28085.40  30919.10  41770.60
2003-06-01 00:26:00.000 001      380.10  28085.30  30919.00  41770.50
2003-06-01 00:27:00.000 001      380.10  28084.90  30919.00  41770.10
2003-06-01 00:28:00.000 001      380.10  28084.60  30918.90  41770.00
2003-06-01 00:29:00.000 001      380.10  28084.30  30918.80  41769.60
2003-06-01 00:30:00.000 001      380.10  28084.10  30918.70  41769.50
2003-06-01 00:31:00.000 001      380.10  28084.00  30918.60  41769.30
2003-06-01 00:32:00.000 001      380.10  28084.00  30918.50  41769.30
2003-06-01 00:33:00.000 001      380.10  28084.00  30918.50  41769.30
2003-06-01 00:34:00.000 001      380.10  28084.10  30918.40  41769.30
2003-06-01 00:35:00.000 001      380.10  28084.10  30918.30  41769.10
2003-06-01 00:36:00.000 001      380.10  28084.20  30918.20  41769.10
