2020-06-16 00:00:00.000 001      311.00  27377.20  29895.40  40537.00
2020-06-16 00:01:00.000 001      311.00  27377.60  29895.40  40537.30
2020-06-16 00:02:00.000 001      311.00  27377.50  29895.10  40537.00
2020-06-16 00:03:00.000 001      311.00  27378.20  29895.40  40537.70
2020-06-16 00:04:00.000 001      311.00  27378.30  29895.50  40537.80
2020-06-16 00:05:00.000 001      311.00  27378.50  29895.70  40538.10
2020-06-16 00:06:00.000 001      310.90  27378.80  29895.30  40538.00
2020-06-16 00:07:00.000 001      311.00  27379.00  29895.50  40538.30
2020-06-16 00:08:00.000 001      310.80  27378.90  29895.40  40538.10
2020-06-16 00:09:00.000 001      311.00  27378.80  29896.10  40538.60
2020-06-16 00:10:00.000 001      310.90  27379.40  29895.70  40538.70
2020-06-16 00:11:00.000 001      311.00  27378.80  29895.40  40538.10
2020-06-16 00:12:00.000 001      310.90  27379.30  29895.40  40538.40
2020-06-16 00:13:00.000 001      310.90  27378.80  29895.70  40538.30
2020-06-16 00:14:00.000 001      310.90  27379.40  29895.30  40538.40
2020-06-16 00:15:00.000 001      310.90  27379.10  29895.40  40538.30
2020-06-16 00:16:00.000 001      310.90  27379.40  29895.50  40538.50
2020-06-16 00:17:00.000 001      310.90  27379.40  29895.40  40538.40
2020-06-16 00:18:00.000 001      310.90  27379.30  29895.40  40538.40
2020-06-16 00:19:00.000 001      310.90  27379.20  29895.70  40538.50
2020-06-16 00:20:00.000 001      310.90  27379.60  29895.50  40538.70
2020-06-16 00:21:00.000 001      310.90  27379.40  29895.60  40538.60
2020-06-16 00:22:00.000 001      310.90  27379.80  29895.40  40538.70
2020-06-16 00:23:00.000 001      310.80  27379.80  29895.40  40538.80
2020-06-16 00:24:00.000 001      310.80  27380.10  29895.40  40538.90
2020-06-16 00:25:00.000 001      310.90  27379.90  29895.50  40538.90
2020-06-16 00:26:00.000 001      310.80  27380.10  29895.40  40538.90
2020-06-16 00:27:00.000 001      310.80  27380.00  29895.50  40539.00
2020-06-16 00:28:00.000 001      310.80  27380.20  29895.50  40539.10
2020-06-16 00:29:00.000 001      310.80  27380.20  29895.40  40539.10
2020-06-16 00:30:00.000 001      310.80  27380.30  29895.40  40539.10
2020-06-16 00:31:00.000 001      310.80  27380.30  29895.50  40539.20
2020-06-16 00:32:00.000 001      310.80  27380.30  29895.60  40539.20
2020-06-16 00:33:00.000 001      310.80  27380.60  29895.40  40539.30
2020-06-16 00:34:00.000 001      310.80  27380.40  29895.60  40539.30
2020-06-16 00:35:00.000 001      310.80  27380.60  29895.60  40539.40
2020-06-16 00:36:00.000 001      310.80  27380.60  29895.60  40539.40
2020-06-16 00:37:00.000 001      310.80  27380.70  29895.70  40539.50
2020-06-16 00:38:00.000 001      310.70  27381.20  29895.50  40539.80
2020-06-16 00:39:00.000 001      310.70  27381.20  29895.60  40539.80
2020-06-16 00:40:00.000 001      310.70  27381.30  29895.70  40540.00
2020-06-16 00:41:00.000 001      310.70  27381.50  29895.80  40540.20
2020-06-16 00:42:00.000 001      310.70  27381.70  29895.70  40540.30
2020-06-16 00:43:00.000 001      310.70  27381.70  29895.80  40540.40
2020-06-16 00:44:00.000 001      310.70  27381.70  29895.80  40540.30
2020-06-16 00:45:00.000 001      310.70  27381.70  29895.90  40540.40
2020-06-16 00:46:00.000 001      310.70  27382.00  29895.90  40540.60
2020-06-16 00:47:00.000 001      310.70  27381.90  29896.00  40540.60
2020-06-16 00:48:00.000 001      310.70  27382.00  29896.00  40540.70
2020-06-16 00:49:00.000 001      310.60  27382.30  29895.70  40540.70
2020-06-16 00:50:00.000 001      310.70  27382.10  29896.00  40540.70
2020-06-16 00:51:00.000 001      310.70  27382.00  29896.10  40540.80
2020-06-16 00:52:00.000 001      310.70  27382.20  29896.00  40540.80
2020-06-16 00:53:00.000 001      310.70  27381.90  29896.20  40540.70
2020-06-16 00:54:00.000 001      310.60  27382.10  29896.20  40540.90
2020-06-16 00:55:00.000 001      310.60  27382.10  29896.40  40541.00
2020-06-16 00:56:00.000 001      310.60  27382.30  29896.30  40541.10
2020-06-16 00:57:00.000 001      310.60  27382.60  29896.30  40541.30
2020-06-16 00:58:00.000 001      310.60  27382.40  29896.50  40541.30
2020-06-16 00:59:00.000 001      310.60  27382.70  29896.40  40541.50
2020-06-16 01:00:00.000 001      310.60  27383.00  29896.40  40541.60
2020-06-16 01:01:00.000 001      310.60  27383.00  29896.60  40541.80
2020-06-16 01:02:00.000 001      310.70  27383.30  29896.60  40542.00
2020-06-16 01:03:00.000 001      310.70  27383.50  29896.40  40542.00
2020-06-16 01:04:00.000 001      310.70  27383.50  29896.80  40542.30
2020-06-16 01:05:00.000 001      310.70  27383.80  29896.80  40542.50
2020-06-16 01:06:00.000 001      310.70  27384.10  29896.90  40542.70
2020-06-16 01:07:00.000 001      310.70  27384.20  29897.00  40542.90
2020-06-16 01:08:00.000 001      310.70  27384.40  29897.00  40543.00
2020-06-16 01:09:00.000 001      310.60  27384.60  29897.10  40543.20
2020-06-16 01:10:00.000 001      310.70  27384.70  29897.20  40543.40
2020-06-16 01:11:00.000 001      310.70  27384.60  29897.40  40543.50
2020-06-16 01:12:00.000 001      310.60  27385.00  29897.20  40543.60
2020-06-16 01:13:00.000 001      310.70  27384.90  29897.30  40543.60
2020-06-16 01:14:00.000 001      310.70  27384.90  29897.30  40543.60
2020-06-16 01:15:00.000 001      310.60  27384.80  29897.50  40543.70
2020-06-16 01:16:00.000 001      310.70  27384.60  29897.50  40543.50
2020-06-16 01:17:00.000 001      310.60  27384.70  29897.40  40543.60
2020-06-16 01:18:00.000 001      310.70  27384.30  29897.70  40543.40
2020-06-16 01:19:00.000 001      310.60  27384.50  29897.60  40543.50
2020-06-16 01:20:00.000 001      310.60  27384.60  29897.60  40543.60
2020-06-16 01:21:00.000 001      310.70  27384.50  29897.60  40543.50
2020-06-16 01:22:00.000 001      310.60  27384.60  29897.70  40543.70
2020-06-16 01:23:00.000 001      310.70  27384.50  29897.70  40543.60
2020-06-16 01:24:00.000 001      310.70  27384.60  29897.60  40543.60
2020-06-16 01:25:00.000 001      310.70  27384.40  29897.50  40543.40
2020-06-16 01:26:00.000 001      310.70  27384.40  29897.60  40543.50
2020-06-16 01:27:00.000 001      310.80  27384.40  29897.50  40543.40
2020-06-16 01:28:00.000 001      310.70  27384.90  29897.30  40543.60
2020-06-16 01:29:00.000 001      310.80  27384.60  29897.70  40543.70
2020-06-16 01:30:00.000 001      310.80  27384.90  29897.80  40543.90
2020-06-16 01:31:00.000 001      310.80  27384.90  29898.00  40544.10
2020-06-16 01:32:00.000 001      310.70  27385.20  29897.90  40544.20
2020-06-16 01:33:00.000 001      310.70  27385.00  29898.00  40544.20
2020-06-16 01:34:00.000 001      310.70  27385.20  29897.80  40544.10
2020-06-16 01:35:00.000 001      310.70  27385.20  29897.80  40544.20
2020-06-16 01:36:00.000 001      310.70  27384.90  29898.00  40544.10
2020-06-16 01:37:00.000 001      310.60  27385.20  29897.90  40544.30
2020-06-16 01:38:00.000 001      310.60  27385.00  29898.00  40544.20
2020-06-16 01:39:00.000 001      310.60  27385.40  29898.00  40544.40
2020-06-16 01:40:00.000 001      310.70  27385.00  29898.10  40544.30
