2016-02-07 00:00:00.000 038      9999.00 999999.00 999999.00 999999.00
2016-02-07 00:01:00.000 038       283.62  27395.71  29881.60  40538.80
2016-02-07 00:02:00.000 038       283.61  27395.82  29881.49  40538.80
2016-02-07 00:03:00.000 038       283.63  27395.71  29881.60  40538.80
2016-02-07 00:04:00.000 038       283.66  27395.37  29881.80  40538.73
2016-02-07 00:05:00.000 038       283.69  27395.59  29881.81  40538.88
2016-02-07 00:06:00.000 038       283.71  27395.64  29881.76  40538.88
2016-02-07 00:07:00.000 038       283.74  27395.20  29881.95  40538.73
2016-02-07 00:08:00.000 038       283.75  27395.09  29882.05  40538.73
2016-02-07 00:09:00.000 038       283.74  27394.72  29881.98  40538.42
2016-02-07 00:10:00.000 038       283.78  27394.71  29882.20  40538.57
2016-02-07 00:11:00.000 038       283.77  27394.92  29882.21  40538.73
2016-02-07 00:12:00.000 038       283.75  27394.92  29882.31  40538.80
2016-02-07 00:13:00.000 038       283.76  27394.86  29882.37  40538.80
2016-02-07 00:14:00.000 038       283.76  27394.80  29882.53  40538.88
2016-02-07 00:15:00.000 038       283.79  27395.07  29882.48  40539.04
2016-02-07 00:16:00.000 038       283.83  27395.56  29882.46  40539.34
2016-02-07 00:17:00.000 038       283.81  27395.66  29882.57  40539.49
2016-02-07 00:18:00.000 038       283.82  27395.67  29882.35  40539.34
2016-02-07 00:19:00.000 038       283.85  27395.77  29882.57  40539.57
2016-02-07 00:20:00.000 038       283.89  27396.58  29882.45  40540.03
2016-02-07 00:21:00.000 038       283.93  27396.80  29882.46  40540.18
2016-02-07 00:22:00.000 038       283.98  27396.69  29882.56  40540.18
2016-02-07 00:23:00.000 038       283.97  27396.47  29882.55  40540.03
2016-02-07 00:24:00.000 038       283.97  27396.14  29882.64  40539.87
2016-02-07 00:25:00.000 038       283.91  27396.31  29882.49  40539.87
2016-02-07 00:26:00.000 038       283.89  27396.26  29882.54  40539.87
2016-02-07 00:27:00.000 038       283.86  27396.14  29882.64  40539.87
2016-02-07 00:28:00.000 038       283.85  27396.14  29882.75  40539.95
2016-02-07 00:29:00.000 038       283.84  27395.81  29882.74  40539.72
2016-02-07 00:30:00.000 038       283.85  27395.64  29882.89  40539.72
2016-02-07 00:31:00.000 038       283.84  27395.71  29882.73  40539.64
2016-02-07 00:32:00.000 038       283.85  27395.59  29882.84  40539.64
2016-02-07 00:33:00.000 038       283.91  27395.28  29882.71  40539.34
2016-02-07 00:34:00.000 038       283.90  27395.38  29882.72  40539.41
2016-02-07 00:35:00.000 038       283.96  27395.05  29882.81  40539.26
2016-02-07 00:36:00.000 038       283.97  27395.16  29882.92  40539.41
2016-02-07 00:37:00.000 038       283.99  27395.43  29882.88  40539.57
2016-02-07 00:38:00.000 038       284.00  27395.54  29882.89  40539.64
2016-02-07 00:39:00.000 038       284.03  27395.69  29883.05  40539.87
2016-02-07 00:40:00.000 038       284.05  27395.85  29883.01  40539.95
2016-02-07 00:41:00.000 038       284.07  27396.06  29883.13  40540.18
2016-02-07 00:42:00.000 038       284.10  27396.05  29883.34  40540.33
2016-02-07 00:43:00.000 038       284.12  27396.33  29883.30  40540.48
2016-02-07 00:44:00.000 038       284.12  27396.48  29883.37  40540.64
2016-02-07 00:45:00.000 038       284.14  27396.80  29883.49  40540.94
2016-02-07 00:46:00.000 038       284.18  27397.07  29883.55  40541.17
2016-02-07 00:47:00.000 038       284.18  27397.07  29883.55  40541.17
2016-02-07 00:48:00.000 038       284.23  27396.95  29883.76  40541.25
2016-02-07 00:49:00.000 038       284.24  27396.95  29883.76  40541.25
2016-02-07 00:50:00.000 038       284.24  27397.28  29883.67  40541.40
2016-02-07 00:51:00.000 038       284.26  27397.38  29883.89  40541.63
2016-02-07 00:52:00.000 038       284.27  27397.70  29883.91  40541.86
2016-02-07 00:53:00.000 038       284.31  27397.64  29884.07  40541.93
2016-02-07 00:54:00.000 038       284.31  27398.02  29884.03  40542.16
2016-02-07 00:55:00.000 038       284.33  27397.96  29884.19  40542.24
2016-02-07 00:56:00.000 038       284.35  27398.34  29884.05  40542.39
2016-02-07 00:57:00.000 038       284.32  27398.60  29884.33  40542.77
2016-02-07 00:58:00.000 038       284.31  27398.86  29884.50  40543.08
2016-02-07 00:59:00.000 038       284.30  27399.13  29884.46  40543.23
2016-02-07 01:00:00.000 038       284.30  27399.40  29884.53  40543.46
2016-02-07 01:01:00.000 038       284.30  27399.78  29884.60  40543.77
2016-02-07 01:02:00.000 038       284.32  27400.09  29884.83  40544.14
2016-02-07 01:03:00.000 038       284.33  27400.24  29884.90  40544.30
2016-02-07 01:04:00.000 038       284.34  27400.41  29884.85  40544.38
2016-02-07 01:05:00.000 038       284.37  27400.57  29884.91  40544.53
2016-02-07 01:06:00.000 038       284.36  27400.89  29884.93  40544.75
2016-02-07 01:07:00.000 038       284.38  27400.94  29884.98  40544.83
2016-02-07 01:08:00.000 038       284.43  27401.15  29885.10  40545.06
2016-02-07 01:09:00.000 038       284.46  27401.47  29885.22  40545.37
2016-02-07 01:10:00.000 038       284.46  27401.79  29885.24  40545.59
2016-02-07 01:11:00.000 038       284.46  27401.90  29885.24  40545.67
2016-02-07 01:12:00.000 038       284.46  27402.05  29885.52  40545.98
2016-02-07 01:13:00.000 038       284.46  27402.26  29885.64  40546.21
2016-02-07 01:14:00.000 038       284.47  27402.26  29885.75  40546.28
2016-02-07 01:15:00.000 038       284.47  27402.48  29885.65  40546.36
2016-02-07 01:16:00.000 038       284.47  27402.53  29885.60  40546.36
2016-02-07 01:17:00.000 038       284.48  27402.52  29885.82  40546.51
2016-02-07 01:18:00.000 038       284.51  27402.30  29885.91  40546.43
2016-02-07 01:19:00.000 038       284.51  27402.25  29885.96  40546.43
2016-02-07 01:20:00.000 038       284.54  27402.08  29886.01  40546.36
2016-02-07 01:21:00.000 038       284.54  27402.36  29885.86  40546.43
2016-02-07 01:22:00.000 038       284.54  27402.30  29886.02  40546.51
2016-02-07 01:23:00.000 038       284.56  27402.40  29886.13  40546.66
