2019-12-05 00:00:00.000 001     9999.00 999999.00 999999.00 999999.00
2019-12-05 00:01:00.000 001      315.20  27416.10  29936.30  40593.50
2019-12-05 00:02:00.000 001      315.20  27416.00  29936.40  40593.40
2019-12-05 00:03:00.000 001      315.30  27416.10  29936.30  40593.50
2019-12-05 00:04:00.000 001      315.30  27415.90  29936.70  40593.60
2019-12-05 00:05:00.000 001      315.30  27415.90  29936.60  40593.50
2019-12-05 00:06:00.000 001      315.40  27415.90  29936.60  40593.50
2019-12-05 00:07:00.000 001      315.40  27415.80  29936.60  40593.50
2019-12-05 00:08:00.000 001      315.40  27416.00  29936.80  40593.70
2019-12-05 00:09:00.000 001      315.40  27415.80  29936.90  40593.70
2019-12-05 00:10:00.000 001      315.40  27416.40  29936.60  40593.80
2019-12-05 00:11:00.000 001      315.50  27416.30  29936.60  40593.80
2019-12-05 00:12:00.000 001      315.50  27416.40  29936.60  40593.90
2019-12-05 00:13:00.000 001      315.50  27416.10  29936.80  40593.80
2019-12-05 00:14:00.000 001      315.50  27416.10  29936.60  40593.70
2019-12-05 00:15:00.000 001      315.50  27415.80  29936.90  40593.70
2019-12-05 00:16:00.000 001      315.50  27415.90  29936.90  40593.70
2019-12-05 00:17:00.000 001      315.50  27415.80  29936.90  40593.70
2019-12-05 00:18:00.000 001      315.60  27415.80  29936.80  40593.60
2019-12-05 00:19:00.000 001      315.50  27416.10  29936.70  40593.70
2019-12-05 00:20:00.000 001      315.60  27415.50  29937.00  40593.60
2019-12-05 00:21:00.000 001      315.60  27415.70  29936.90  40593.60
2019-12-05 00:22:00.000 001      315.60  27415.80  29936.80  40593.60
2019-12-05 00:23:00.000 001      315.60  27415.60  29936.90  40593.50
2019-12-05 00:24:00.000 001      315.60  27415.70  29937.00  40593.70
2019-12-05 00:25:00.000 001      315.60  27415.60  29936.80  40593.50
2019-12-05 00:26:00.000 001      315.60  27415.80  29936.70  40593.50
2019-12-05 00:27:00.000 001      315.70  27415.60  29936.80  40593.50
2019-12-05 00:28:00.000 001      315.70  27415.40  29936.90  40593.40
2019-12-05 00:29:00.000 001      315.70  27415.50  29936.90  40593.40
2019-12-05 00:30:00.000 001      315.70  27415.70  29936.80  40593.50
2019-12-05 00:31:00.000 001      315.70  27415.80  29936.80  40593.60
2019-12-05 00:32:00.000 001      315.70  27415.70  29936.90  40593.60
2019-12-05 00:33:00.000 001      315.70  27415.80  29936.80  40593.60
2019-12-05 00:34:00.000 001      315.70  27415.50  29937.00  40593.50
2019-12-05 00:35:00.000 001      315.70  27415.80  29936.90  40593.60
2019-12-05 00:36:00.000 001      315.80  27415.80  29937.00  40593.70
2019-12-05 00:37:00.000 001      315.80  27415.60  29936.90  40593.60
2019-12-05 00:38:00.000 001      315.80  27415.60  29936.90  40593.50
2019-12-05 00:39:00.000 001      315.80  27415.70  29936.80  40593.50
2019-12-05 00:40:00.000 001      315.80  27415.80  29936.60  40593.40
2019-12-05 00:41:00.000 001      315.80  27415.60  29936.70  40593.40
2019-12-05 00:42:00.000 001      315.80  27415.80  29936.80  40593.60
