2020-08-23 00:00:00.000 236      9999.00 999999.00 999999.00 999999.00
2020-08-23 00:01:00.000 236       309.31  27356.75  29864.05  40500.05
2020-08-23 00:02:00.000 236       309.30  27357.06  29863.90  40500.14
2020-08-23 00:03:00.000 236       309.28  27356.83  29863.82  40499.93
2020-08-23 00:04:00.000 236       309.30  27356.60  29863.98  40499.89
2020-08-23 00:05:00.000 236       309.30  27356.30  29864.05  40499.74
2020-08-23 00:06:00.000 236       309.30  27356.14  29863.98  40499.57
2020-08-23 00:07:00.000 236       309.31  27356.37  29863.90  40499.68
2020-08-23 00:08:01.000 236       309.31  27356.07  29864.13  40499.64
2020-08-23 00:09:01.000 236       309.29  27356.30  29863.90  40499.62
2020-08-23 00:10:00.000 236       309.29  27355.99  29864.13  40499.59
2020-08-23 00:11:00.000 236       309.26  27356.07  29863.98  40499.52
2020-08-23 00:12:00.000 236       309.26  27355.76  29864.13  40499.43
2020-08-23 00:13:00.000 236       309.26  27355.53  29863.90  40499.11
2020-08-23 00:14:00.000 236       309.22  27355.76  29863.90  40499.26
2020-08-23 00:15:00.000 236       309.21  27355.08  29863.82  40498.74
2020-08-23 00:16:00.000 236       309.13  27355.53  29863.98  40499.16
2020-08-23 00:17:00.000 236       309.10  27355.61  29864.28  40499.44
2020-08-23 00:18:00.000 236       309.06  27356.14  29864.13  40499.69
2020-08-23 00:19:00.000 236       309.02  27356.37  29864.28  40499.96
2020-08-23 00:20:00.000 236       308.99  27356.53  29864.44  40500.17
2020-08-23 00:21:00.000 236       308.95  27356.91  29864.36  40500.38
2020-08-23 00:22:00.000 236       308.93  27357.13  29864.59  40500.70
2020-08-23 00:23:00.000 236       308.95  27357.13  29864.66  40500.75
2020-08-23 00:24:00.000 236       308.99  27357.29  29864.66  40500.86
2020-08-23 00:25:00.000 236       309.03  27357.36  29864.51  40500.79
2020-08-23 00:26:01.000 236       309.09  27357.36  29864.66  40500.91
2020-08-23 00:27:00.000 236       309.07  27358.13  29864.59  40501.37
2020-08-23 00:28:00.000 236       309.09  27358.36  29864.82  40501.69
2020-08-23 00:29:00.000 236       309.09  27358.97  29864.59  40501.94
2020-08-23 00:30:00.000 236       309.08  27359.12  29864.82  40502.21
2020-08-23 00:31:00.000 236       309.05  27359.65  29864.74  40502.51
2020-08-23 00:32:01.000 236       309.05  27359.50  29864.89  40502.52
2020-08-23 00:33:00.000 236       309.03  27359.73  29864.82  40502.62
2020-08-23 00:34:00.000 236       309.00  27360.19  29864.82  40502.93
2020-08-23 00:35:00.000 236       309.00  27359.80  29865.12  40502.89
2020-08-23 00:36:01.000 236       308.99  27359.88  29864.97  40502.83
2020-08-23 00:37:00.000 236       309.01  27359.88  29865.12  40502.95
2020-08-23 00:38:00.000 236       309.01  27360.04  29865.04  40502.99
2020-08-23 00:39:00.000 236       309.03  27360.11  29865.20  40503.16
2020-08-23 00:40:00.000 236       309.05  27360.64  29865.12  40503.46
2020-08-23 00:41:00.000 236       309.07  27360.64  29865.28  40503.57
2020-08-23 00:42:00.000 236       309.08  27360.95  29865.28  40503.78
2020-08-23 00:43:00.000 236       309.09  27361.41  29865.20  40504.04
2020-08-23 00:44:00.000 236       309.11  27361.41  29865.43  40504.20
2020-08-23 00:45:00.000 236       309.10  27361.71  29865.35  40504.35
2020-08-23 00:46:01.000 236       309.10  27361.71  29865.50  40504.46
2020-08-23 00:47:00.000 236       309.11  27361.94  29865.58  40504.68
2020-08-23 00:48:00.000 236       309.06  27362.40  29865.43  40504.87
2020-08-23 00:49:00.000 236       309.08  27362.17  29865.81  40505.00
2020-08-23 00:50:00.000 236       309.02  27362.71  29865.81  40505.36
2020-08-23 00:51:00.000 236       309.02  27362.93  29865.81  40505.51
2020-08-23 00:52:00.000 236       309.03  27362.86  29866.04  40505.63
2020-08-23 00:53:00.000 236       309.01  27363.24  29865.88  40505.77
2020-08-23 00:54:00.000 236       309.01  27363.62  29866.04  40506.15
2020-08-23 00:55:00.000 236       309.01  27363.85  29866.11  40506.36
2020-08-23 00:56:00.000 236       309.06  27363.77  29866.42  40506.53
2020-08-23 00:57:00.000 236       309.04  27364.38  29866.27  40506.83
2020-08-23 00:58:00.000 236       309.03  27364.92  29866.19  40507.13
2020-08-23 00:59:00.000 236       309.04  27365.15  29866.34  40507.40
2020-08-23 01:00:00.000 236       309.07  27365.45  29866.34  40507.61
2020-08-23 01:01:00.000 236       309.11  27365.45  29866.42  40507.66
2020-08-23 01:02:00.000 236       309.16  27365.07  29866.65  40507.58
2020-08-23 01:03:00.000 236       309.15  27365.38  29866.65  40507.78
2020-08-23 01:04:00.000 236       309.17  27365.53  29866.65  40507.89
2020-08-23 01:05:00.000 236       309.18  27365.45  29866.72  40507.89
2020-08-23 01:06:00.000 236       309.17  27365.53  29866.65  40507.89
2020-08-23 01:07:00.000 236       309.17  27365.38  29866.95  40508.01
2020-08-23 01:08:00.000 236       309.19  27365.60  29866.72  40507.99
2020-08-23 01:09:00.000 236       309.25  27364.92  29867.11  40507.81
2020-08-23 01:10:00.000 236       309.23  27365.30  29867.03  40508.01
2020-08-23 01:11:00.000 236       309.26  27364.92  29867.26  40507.93
2020-08-23 01:12:00.000 236       309.26  27365.30  29866.95  40507.96
2020-08-23 01:13:00.000 236       309.26  27365.22  29867.03  40507.96
2020-08-23 01:14:00.000 236       309.28  27365.30  29867.33  40508.24
2020-08-23 01:15:00.000 236       309.27  27365.60  29867.18  40508.33
2020-08-23 01:16:00.000 236       309.29  27365.22  29867.49  40508.30
2020-08-23 01:17:00.000 236       309.27  27365.60  29867.41  40508.50
2020-08-23 01:18:00.000 236       309.26  27365.68  29867.56  40508.66
2020-08-23 01:19:00.000 236       309.26  27365.60  29867.64  40508.67
2020-08-23 01:20:00.000 236       309.25  27365.83  29867.64  40508.82
2020-08-23 01:21:00.000 236       309.26  27365.53  29867.87  40508.79
2020-08-23 01:22:00.000 236       309.24  27365.91  29867.72  40508.93
2020-08-23 01:23:00.000 236       309.26  27365.91  29867.87  40509.04
2020-08-23 01:24:00.000 236       309.30  27365.76  29867.87  40508.94
2020-08-23 01:25:00.000 236       309.31  27366.29  29867.79  40509.25
2020-08-23 01:26:00.000 236       309.33  27366.06  29867.87  40509.15
2020-08-23 01:27:00.000 236       309.34  27366.52  29867.79  40509.40
2020-08-23 01:28:00.000 236       309.35  27366.29  29868.02  40509.41
2020-08-23 01:29:00.000 236       309.35  27366.67  29867.87  40509.56
2020-08-23 01:30:00.000 236       309.35  27366.67  29868.02  40509.67
2020-08-23 01:31:00.000 236       309.35  27366.67  29868.10  40509.73
2020-08-23 01:32:00.000 236       309.36  27367.05  29868.02  40509.93
2020-08-23 01:33:00.000 236       309.37  27367.05  29868.17  40510.04
2020-08-23 01:34:00.000 236       309.36  27367.28  29868.17  40510.20
2020-08-23 01:35:00.000 236       309.37  27367.05  29868.25  40510.10
2020-08-23 01:36:00.000 236       309.36  27367.28  29868.25  40510.25
2020-08-23 01:37:00.000 236       309.38  27367.13  29868.33  40510.21
2020-08-23 01:38:00.000 236       309.39  27367.13  29868.40  40510.26
2020-08-23 01:39:00.000 236       309.38  27367.13  29868.33  40510.21
2020-08-23 01:40:00.000 236       309.40  27367.05  29868.48  40510.27
2020-08-23 01:41:00.000 236       309.42  27367.21  29868.33  40510.26
2020-08-23 01:42:00.000 236       309.43  27366.82  29868.55  40510.17
2020-08-23 01:43:00.000 236       309.46  27366.82  29868.78  40510.34
