2014-02-24 00:00:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 00:01:00.000 055       317.44  27415.28  30076.82  40696.50
2014-02-24 00:02:00.000 055       317.45  27415.76  30076.90  40696.89
2014-02-24 00:03:00.000 055       317.46  27415.00  30076.97  40696.43
2014-02-24 00:04:00.000 055       317.48  27414.61  30077.22  40696.35
2014-02-24 00:05:00.000 055       317.52  27414.39  30077.21  40696.20
2014-02-24 00:06:00.000 055       317.49  27414.21  30077.69  40696.43
2014-02-24 00:07:00.000 055       317.49  27413.67  30077.66  40696.05
2014-02-24 00:08:00.000 055       317.50  27414.10  30077.57  40696.28
2014-02-24 00:09:00.000 055       317.49  27413.67  30077.66  40696.05
2014-02-24 00:10:00.000 055       317.55  27414.65  30077.38  40696.50
2014-02-24 00:11:00.000 055       317.53  27414.31  30077.69  40696.50
2014-02-24 00:12:00.000 055       317.53  27414.42  30077.80  40696.66
2014-02-24 00:13:00.000 055       317.56  27414.90  30077.88  40697.04
2014-02-24 00:14:00.000 055       317.54  27415.27  30078.06  40697.42
2014-02-24 00:15:00.000 055       317.58  27415.33  30077.90  40697.34
2014-02-24 00:16:00.000 055       317.55  27415.54  30078.02  40697.57
2014-02-24 00:17:00.000 055       317.58  27416.34  30078.22  40698.26
2014-02-24 00:18:00.000 055       317.58  27415.96  30078.37  40698.11
2014-02-24 00:19:00.000 055       317.62  27416.35  30078.12  40698.18
2014-02-24 00:20:00.000 055       317.60  27415.74  30078.46  40698.03
2014-02-24 00:21:00.000 055       317.62  27415.99  30078.74  40698.41
2014-02-24 00:22:00.000 055       317.61  27416.20  30078.86  40698.64
2014-02-24 00:23:00.000 055       317.63  27416.26  30078.81  40698.64
2014-02-24 00:24:00.000 055       317.58  27416.15  30078.91  40698.64
2014-02-24 00:25:00.000 055       317.60  27416.19  30079.08  40698.79
2014-02-24 00:26:00.000 055       317.61  27416.52  30079.10  40699.02
2014-02-24 00:27:00.000 055       317.59  27416.77  30079.38  40699.40
2014-02-24 00:28:00.000 055       317.58  27416.22  30079.57  40699.18
2014-02-24 00:29:00.000 055       317.61  27416.34  30079.36  40699.10
2014-02-24 00:30:00.000 055       317.62  27416.57  30079.15  40699.10
2014-02-24 00:31:00.000 055       317.64  27416.93  30079.44  40699.55
2014-02-24 00:32:00.000 055       317.66  27416.68  30079.16  40699.18
2014-02-24 00:33:00.000 055       317.68  27416.49  30079.63  40699.40
2014-02-24 00:34:00.000 055       317.68  27417.03  30079.55  40699.71
2014-02-24 00:35:00.000 055       317.68  27416.98  30079.50  40699.63
2014-02-24 00:36:00.000 055       317.71  27417.63  30079.53  40700.09
2014-02-24 00:37:00.000 055       317.71  27417.50  30079.85  40700.24
2014-02-24 00:38:00.000 055       317.77  27417.13  30079.77  40699.94
2014-02-24 00:39:00.000 055       317.81  27417.07  30079.82  40699.94
2014-02-24 00:40:00.000 055       317.81  27416.92  30079.76  40699.79
2014-02-24 00:41:00.000 055       317.84  27416.97  30079.82  40699.86
2014-02-24 00:42:00.000 055       317.87  27416.92  30079.65  40699.71
2014-02-24 00:43:00.000 055       317.87  27416.92  30079.76  40699.79
2014-02-24 00:44:00.000 055       317.94  27417.12  30079.88  40700.02
2014-02-24 00:45:00.000 055       317.93  27417.34  30080.00  40700.24
2014-02-24 00:46:00.000 055       317.94  27417.51  30079.74  40700.17
2014-02-24 00:47:00.000 055       317.94  27417.51  30079.74  40700.17
2014-02-24 00:48:00.000 055       317.91  27417.34  30079.89  40700.17
2014-02-24 00:49:00.000 055       317.94  27417.45  30079.90  40700.24
2014-02-24 00:50:00.000 055       317.93  27418.42  30079.84  40700.85
2014-02-24 00:51:00.000 055       317.93  27418.25  30080.10  40700.93
2014-02-24 00:52:00.000 055       317.97  27419.17  30079.98  40701.46
2014-02-24 00:53:00.000 055       317.94  27419.45  30079.94  40701.62
2014-02-24 00:54:00.000 055       317.98  27419.54  30080.16  40701.84
2014-02-24 00:55:00.000 055       317.98  27419.75  30080.28  40702.07
2014-02-24 00:56:00.000 055       317.98  27419.59  30080.32  40702.00
2014-02-24 00:57:00.000 055       317.97  27420.07  30080.51  40702.46
2014-02-24 00:58:00.000 055       318.01  27420.20  30080.08  40702.23
2014-02-24 00:59:00.000 055       318.03  27420.45  30080.37  40702.61
2014-02-24 01:00:00.000 055       318.04  27420.56  30080.37  40702.68
2014-02-24 01:01:00.000 055       318.04  27420.73  30080.22  40702.68
2014-02-24 01:02:00.000 055       318.08  27421.04  30080.45  40703.07
2014-02-24 01:03:00.000 055       318.08  27420.61  30080.32  40702.68
2014-02-24 01:04:00.000 055       318.13  27420.78  30080.27  40702.76
2014-02-24 01:05:00.000 055       318.10  27420.61  30080.32  40702.68
2014-02-24 01:06:00.000 055       318.12  27420.77  30080.38  40702.84
2014-02-24 01:07:00.000 055       318.18  27420.66  30080.59  40702.91
2014-02-24 01:08:00.000 055       318.16  27420.56  30080.37  40702.68
2014-02-24 01:09:00.000 055       318.15  27420.33  30080.68  40702.76
2014-02-24 01:10:00.000 055       318.15  27420.18  30080.41  40702.46
2014-02-24 01:11:00.000 055       318.17  27420.66  30080.48  40702.84
2014-02-24 01:12:00.000 055       318.15  27420.17  30080.62  40702.61
2014-02-24 01:13:00.000 055       318.15  27420.33  30080.58  40702.68
2014-02-24 01:14:00.000 055       318.19  27420.38  30080.74  40702.84
2014-02-24 01:15:00.000 055       318.15  27420.70  30080.76  40703.07
2014-02-24 01:16:00.000 055       318.17  27420.98  30080.61  40703.14
2014-02-24 01:17:00.000 055       318.17  27421.18  30080.94  40703.52
2014-02-24 01:18:00.000 055       318.17  27421.73  30080.75  40703.75
2014-02-24 01:19:00.000 055       318.17  27421.77  30081.02  40703.98
2014-02-24 01:20:00.000 055       318.18  27421.78  30080.81  40703.83
2014-02-24 01:21:00.000 055       318.22  27422.48  30080.89  40704.36
2014-02-24 01:22:00.000 055       318.22  27421.94  30080.87  40703.98
2014-02-24 01:23:00.000 055       318.23  27422.25  30081.21  40704.44
2014-02-24 01:24:00.000 055       318.19  27422.73  30081.18  40704.74
2014-02-24 01:25:00.000 055       318.21  27423.71  30081.12  40705.36
2014-02-24 01:26:00.000 055       318.21  27424.40  30081.31  40705.96
2014-02-24 01:27:00.000 055       318.21  27424.08  30081.30  40705.73
2014-02-24 01:28:00.000 055       318.22  27423.76  30081.17  40705.43
2014-02-24 01:29:00.000 055       318.24  27423.76  30081.28  40705.51
2014-02-24 01:30:00.000 055       318.22  27423.70  30081.33  40705.51
2014-02-24 01:31:00.000 055       318.21  27423.65  30081.17  40705.36
2014-02-24 01:32:00.000 055       318.24  27423.96  30081.62  40705.89
2014-02-24 01:33:00.000 055       318.23  27424.44  30081.59  40706.20
2014-02-24 01:34:00.000 055       318.24  27424.56  30081.38  40706.12
2014-02-24 01:35:00.000 055       318.24  27424.57  30081.27  40706.04
2014-02-24 01:36:00.000 055       318.26  27424.66  30081.59  40706.35
2014-02-24 01:37:00.000 055       318.30  27424.72  30081.44  40706.27
2014-02-24 01:38:00.000 055       318.34  27424.38  30081.74  40706.27
2014-02-24 01:39:00.000 055       318.35  27424.22  30081.79  40706.20
2014-02-24 01:40:00.000 055       318.37  27424.22  30081.68  40706.12
2014-02-24 01:41:00.000 055       318.36  27423.84  30081.72  40705.89
2014-02-24 01:42:00.000 055       318.35  27424.43  30081.80  40706.35
2014-02-24 01:43:00.000 055       318.39  27424.43  30081.80  40706.35
2014-02-24 01:44:00.000 055       318.35  27424.70  30081.76  40706.50
2014-02-24 01:45:00.000 055       318.38  27424.42  30082.02  40706.50
2014-02-24 01:46:00.000 055       318.37  27424.43  30081.91  40706.42
2014-02-24 01:47:00.000 055       318.35  27424.26  30081.95  40706.35
2014-02-24 01:48:00.000 055       318.39  27424.14  30082.16  40706.42
2014-02-24 01:49:00.000 055       318.38  27423.94  30081.94  40706.12
2014-02-24 01:50:00.000 055       318.40  27423.99  30082.00  40706.20
2014-02-24 01:51:00.000 055       318.40  27424.16  30081.84  40706.20
2014-02-24 01:52:00.000 055       318.40  27424.38  30081.85  40706.35
2014-02-24 01:53:00.000 055       318.41  27424.90  30082.09  40706.88
2014-02-24 01:54:00.000 055       318.42  27424.47  30082.07  40706.57
2014-02-24 01:55:00.000 055       318.40  27424.69  30081.97  40706.65
2014-02-24 01:56:00.000 055       318.39  27424.60  30081.75  40706.42
2014-02-24 01:57:00.000 055       318.42  27424.96  30081.93  40706.80
2014-02-24 01:58:00.000 055       318.39  27425.01  30082.10  40706.96
2014-02-24 01:59:00.000 055       318.41  27425.01  30082.21  40707.03
2014-02-24 02:00:00.000 055       318.41  27426.09  30082.26  40707.80
2014-02-24 02:01:00.000 055       318.42  27426.24  30082.32  40707.95
2014-02-24 02:02:00.000 055       318.42  27426.12  30082.53  40708.02
2014-02-24 02:03:00.000 055       318.42  27426.29  30082.48  40708.10
2014-02-24 02:04:00.000 055       318.46  27426.19  30082.37  40707.95
2014-02-24 02:05:00.000 055       318.51  27425.86  30082.36  40707.72
2014-02-24 02:06:00.000 055       318.49  27426.08  30082.37  40707.87
2014-02-24 02:07:00.000 055       318.47  27425.48  30082.39  40707.49
2014-02-24 02:08:00.000 055       318.51  27425.22  30082.32  40707.26
2014-02-24 02:09:00.000 055       318.50  27424.79  30082.20  40706.88
2014-02-24 02:10:00.000 055       318.49  27425.26  30082.49  40707.41
2014-02-24 02:11:00.000 055       318.48  27425.05  30082.48  40707.26
2014-02-24 02:12:00.000 055       318.50  27425.16  30082.38  40707.26
2014-02-24 02:13:00.000 055       318.47  27425.25  30082.81  40707.64
2014-02-24 02:14:00.000 055       318.47  27425.41  30082.87  40707.80
2014-02-24 02:15:00.000 055       318.42  27425.37  30082.60  40707.57
2014-02-24 02:16:00.000 055       318.43  27425.54  30082.45  40707.57
2014-02-24 02:17:00.000 055       318.46  27425.13  30082.91  40707.64
2014-02-24 02:18:00.000 055       318.46  27425.47  30082.61  40707.64
2014-02-24 02:19:00.000 055       318.50  27425.46  30082.82  40707.80
2014-02-24 02:20:00.000 055       318.51  27425.43  30082.44  40707.49
2014-02-24 02:21:00.000 055       318.49  27425.58  30082.72  40707.80
2014-02-24 02:22:00.000 055       318.52  27426.12  30082.64  40708.10
2014-02-24 02:23:00.000 055       318.48  27425.68  30082.72  40707.87
2014-02-24 02:24:00.000 055       318.49  27426.06  30082.69  40708.10
2014-02-24 02:25:00.000 055       318.50  27425.67  30083.05  40708.10
2014-02-24 02:26:00.000 055       318.54  27425.84  30082.89  40708.10
2014-02-24 02:27:00.000 055       318.52  27425.29  30082.98  40707.80
2014-02-24 02:28:00.000 055       318.58  27425.56  30082.94  40707.95
2014-02-24 02:29:00.000 055       318.54  27425.29  30082.98  40707.80
2014-02-24 02:30:00.000 055       318.57  27425.56  30083.04  40708.02
2014-02-24 02:31:00.000 055       318.53  27425.74  30082.67  40707.87
2014-02-24 02:32:00.000 055       318.53  27425.52  30082.66  40707.72
2014-02-24 02:33:00.000 055       318.57  27426.12  30082.75  40708.18
2014-02-24 02:34:00.000 055       318.54  27425.56  30082.94  40707.95
2014-02-24 02:35:00.000 055       318.57  27425.90  30082.74  40708.02
2014-02-24 02:36:00.000 055       318.58  27426.22  30082.75  40708.25
2014-02-24 02:37:00.000 055       318.55  27425.46  30082.93  40707.87
2014-02-24 02:38:00.000 055       318.59  27425.73  30082.89  40708.02
2014-02-24 02:39:00.000 055       318.62  27425.62  30082.99  40708.02
2014-02-24 02:40:00.000 055       318.60  27425.35  30082.93  40707.80
2014-02-24 02:41:00.000 055       318.62  27425.13  30082.91  40707.64
2014-02-24 02:42:00.000 055       318.62  27425.35  30082.93  40707.80
2014-02-24 02:43:00.000 055       318.64  27424.76  30082.84  40707.34
2014-02-24 02:44:00.000 055       318.61  27424.92  30082.90  40707.49
2014-02-24 02:45:00.000 055       318.58  27424.37  30083.20  40707.34
2014-02-24 02:46:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 02:47:00.000 055       318.61  27424.87  30082.85  40707.41
2014-02-24 02:48:00.000 055       318.62  27424.96  30083.07  40707.64
2014-02-24 02:49:00.000 055       318.64  27424.54  30082.94  40707.26
2014-02-24 02:50:00.000 055       318.62  27424.38  30082.77  40707.03
2014-02-24 02:51:00.000 055       318.59  27424.32  30082.93  40707.11
2014-02-24 02:52:00.000 055       318.61  27424.31  30083.25  40707.34
2014-02-24 02:53:00.000 055       318.57  27424.31  30083.14  40707.26
2014-02-24 02:54:00.000 055       318.59  27424.11  30082.92  40706.96
2014-02-24 02:55:00.000 055       318.54  27424.69  30083.22  40707.57
2014-02-24 02:56:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 02:57:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 02:58:00.000 055       318.46  27425.71  30083.32  40708.33
2014-02-24 02:59:00.000 055       318.46  27425.99  30083.17  40708.41
2014-02-24 03:00:00.000 055       318.47  27426.04  30083.23  40708.48
2014-02-24 03:01:00.000 055       318.44  27425.39  30083.30  40708.10
2014-02-24 03:02:00.000 055       318.45  27425.89  30082.95  40708.18
2014-02-24 03:03:00.000 055       318.50  27425.49  30083.42  40708.25
2014-02-24 03:04:00.000 055       318.54  27425.06  30083.40  40707.95
2014-02-24 03:05:00.000 055       318.56  27424.91  30083.01  40707.57
2014-02-24 03:06:00.000 055       318.59  27424.79  30083.22  40707.64
2014-02-24 03:07:00.000 055       318.62  27424.91  30083.12  40707.64
2014-02-24 03:08:00.000 055       318.63  27424.58  30083.21  40707.49
2014-02-24 03:09:00.000 055       318.67  27424.68  30083.32  40707.64
2014-02-24 03:10:00.000 055       318.65  27423.98  30083.24  40707.11
2014-02-24 03:11:00.000 055       318.69  27424.31  30083.14  40707.26
2014-02-24 03:12:00.000 055       318.68  27424.14  30083.30  40707.26
2014-02-24 03:13:00.000 055       318.69  27423.94  30083.07  40706.96
2014-02-24 03:14:00.000 055       318.70  27423.95  30082.96  40706.88
2014-02-24 03:15:00.000 055       318.67  27423.66  30083.22  40706.88
2014-02-24 03:16:00.000 055       318.67  27424.14  30083.30  40707.26
2014-02-24 03:17:00.000 055       318.66  27423.50  30083.27  40706.80
2014-02-24 03:18:00.000 055       318.66  27424.26  30083.09  40707.19
2014-02-24 03:19:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:20:00.000 055       318.70  27424.19  30083.46  40707.41
2014-02-24 03:21:00.000 055       318.70  27423.44  30083.32  40706.80
2014-02-24 03:22:00.000 055       318.70  27423.22  30083.42  40706.73
2014-02-24 03:23:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:24:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:25:00.000 055       318.69  27422.83  30083.56  40706.57
2014-02-24 03:26:00.000 055       318.70  27422.94  30083.56  40706.65
2014-02-24 03:27:00.000 055       318.68  27423.49  30083.48  40706.96
2014-02-24 03:28:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:29:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:30:00.000 055       318.70  27424.39  30083.69  40707.72
2014-02-24 03:31:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:32:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:33:00.000 055       318.78  27423.86  30083.55  40707.26
2014-02-24 03:34:00.000 055       318.80  27424.29  30083.58  40707.57
2014-02-24 03:35:00.000 055       318.75  27424.07  30083.67  40707.49
2014-02-24 03:36:00.000 055       318.80  27423.86  30083.66  40707.34
2014-02-24 03:37:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:38:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:39:00.000 055       318.64  27425.68  30083.97  40708.79
2014-02-24 03:40:00.000 055       318.58  27426.26  30084.16  40709.32
2014-02-24 03:41:00.000 055       318.52  27427.30  30083.94  40709.86
2014-02-24 03:42:00.000 055       318.50  27428.03  30084.51  40710.77
2014-02-24 03:43:00.000 055       318.46  27428.84  30084.39  40711.23
2014-02-24 03:44:00.000 055       318.49  27428.89  30084.55  40711.38
2014-02-24 03:45:00.000 055       318.52  27428.34  30084.74  40711.15
2014-02-24 03:46:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:47:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:48:00.000 055       318.61  27427.02  30084.19  40709.86
2014-02-24 03:49:00.000 055       318.57  27426.95  30084.46  40710.01
2014-02-24 03:50:00.000 055       318.60  27427.06  30084.47  40710.09
2014-02-24 03:51:00.000 055       318.62  27426.51  30084.66  40709.86
2014-02-24 03:52:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:53:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:54:00.000 055       318.58  27426.90  30084.30  40709.86
2014-02-24 03:55:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:56:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 03:57:00.000 055       318.54  27427.81  30084.50  40710.62
2014-02-24 03:58:00.000 055       318.62  27427.32  30084.53  40710.31
2014-02-24 03:59:00.000 055       318.61  27426.90  30084.40  40709.93
2014-02-24 04:00:00.000 055       318.65  27426.79  30084.29  40709.78
2014-02-24 04:01:00.000 055       318.66  27426.47  30084.38  40709.62
2014-02-24 04:02:00.000 055       318.68  27426.31  30084.32  40709.47
2014-02-24 04:03:00.000 055       318.67  27426.05  30084.15  40709.17
2014-02-24 04:04:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:05:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:06:00.000 055       318.58  27425.89  30084.09  40709.02
2014-02-24 04:07:00.000 055       318.57  27426.15  30084.26  40709.32
2014-02-24 04:08:00.000 055       318.55  27426.89  30084.51  40710.01
2014-02-24 04:09:00.000 055       318.52  27427.17  30084.36  40710.09
2014-02-24 04:10:00.000 055       318.55  27426.83  30084.78  40710.16
2014-02-24 04:11:00.000 055       318.55  27426.89  30084.51  40710.01
2014-02-24 04:12:00.000 055       318.59  27427.00  30084.52  40710.09
2014-02-24 04:13:00.000 055       318.62  27426.68  30084.50  40709.86
2014-02-24 04:14:00.000 055       318.62  27426.20  30084.42  40709.47
2014-02-24 04:15:00.000 055       318.63  27426.37  30084.27  40709.47
2014-02-24 04:16:00.000 055       318.61  27426.26  30084.16  40709.32
2014-02-24 04:17:00.000 055       318.63  27426.04  30084.36  40709.32
2014-02-24 04:18:00.000 055       318.58  27426.14  30084.47  40709.47
2014-02-24 04:19:00.000 055       318.59  27426.19  30084.53  40709.55
2014-02-24 04:20:00.000 055       318.57  27426.47  30084.38  40709.62
2014-02-24 04:21:00.000 055       318.58  27426.52  30084.44  40709.70
2014-02-24 04:22:00.000 055       318.56  27426.47  30084.28  40709.55
2014-02-24 04:23:00.000 055       318.56  27426.42  30084.33  40709.55
2014-02-24 04:24:00.000 055       318.54  27426.52  30084.44  40709.70
2014-02-24 04:25:00.000 055       318.53  27426.79  30084.51  40709.93
2014-02-24 04:26:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:27:00.000 055       318.56  27426.95  30084.46  40710.01
2014-02-24 04:28:00.000 055       318.59  27426.84  30084.56  40710.01
2014-02-24 04:29:00.000 055       318.63  27426.30  30084.43  40709.55
2014-02-24 04:30:00.000 055       318.65  27425.88  30084.19  40709.09
2014-02-24 04:31:00.000 055       318.69  27424.95  30084.42  40708.64
2014-02-24 04:32:00.000 055       318.68  27424.69  30084.35  40708.41
2014-02-24 04:33:00.000 055       318.62  27424.75  30084.19  40708.33
2014-02-24 04:34:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:35:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:36:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:37:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:38:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:39:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:40:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:41:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:42:00.000 055       318.39  27426.84  30084.46  40709.93
2014-02-24 04:43:00.000 055       318.39  27426.79  30084.51  40709.93
2014-02-24 04:44:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:45:00.000 055       318.45  27426.84  30084.56  40710.01
2014-02-24 04:46:00.000 055       318.45  27426.41  30084.54  40709.70
2014-02-24 04:47:00.000 055       318.47  27426.50  30084.76  40709.93
2014-02-24 04:48:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:49:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 04:50:00.000 055       318.43  27427.05  30084.57  40710.16
2014-02-24 04:51:00.000 055       318.44  27426.78  30084.72  40710.09
2014-02-24 04:52:00.000 055       318.44  27426.63  30084.45  40709.78
2014-02-24 04:53:00.000 055       318.45  27426.63  30084.34  40709.70
2014-02-24 04:54:00.000 055       318.43  27426.26  30084.26  40709.40
2014-02-24 04:55:00.000 055       318.45  27425.28  30084.33  40708.79
2014-02-24 04:56:00.000 055       318.45  27425.50  30084.34  40708.94
2014-02-24 04:57:00.000 055       318.48  27425.55  30084.39  40709.02
2014-02-24 04:58:00.000 055       318.41  27425.66  30084.40  40709.09
2014-02-24 04:59:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:00:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:01:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:02:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:03:00.000 055       318.33  27429.11  30084.46  40711.46
2014-02-24 05:04:00.000 055       318.36  27429.05  30084.62  40711.54
2014-02-24 05:05:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:06:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:07:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:08:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:09:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:10:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:11:00.000 055       318.51  27427.49  30084.38  40710.31
2014-02-24 05:12:00.000 055       318.54  27427.22  30084.53  40710.24
2014-02-24 05:13:00.000 055       318.55  27427.07  30084.25  40709.93
2014-02-24 05:14:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:15:00.000 055       318.54  27427.88  30084.34  40710.54
2014-02-24 05:16:00.000 055       318.52  27427.93  30084.40  40710.62
2014-02-24 05:17:00.000 055       318.49  27428.25  30084.42  40710.85
2014-02-24 05:18:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:19:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:20:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:21:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:22:00.000 055       318.49  27427.60  30084.38  40710.39
2014-02-24 05:23:00.000 055       318.44  27427.93  30084.40  40710.62
2014-02-24 05:24:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:25:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:26:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:27:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:28:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:29:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:30:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:31:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:32:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:33:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:34:00.000 055       318.39  27428.57  30084.43  40711.08
2014-02-24 05:35:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:36:00.000 055       318.40  27428.57  30084.43  40711.08
2014-02-24 05:37:00.000 055       318.39  27428.84  30084.50  40711.30
2014-02-24 05:38:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:39:00.000 055       318.39  27429.06  30084.40  40711.38
2014-02-24 05:40:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:41:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:42:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:43:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:44:00.000 055       318.39  27428.35  30084.53  40711.00
2014-02-24 05:45:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:46:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:47:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:48:00.000 055       318.35  27427.66  30084.33  40710.39
2014-02-24 05:49:00.000 055       318.32  27427.73  30084.06  40710.24
2014-02-24 05:50:00.000 055       318.36  27427.88  30084.13  40710.39
2014-02-24 05:51:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:52:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:53:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:54:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:55:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:56:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:57:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 05:58:00.000 055       318.30  27427.35  30083.99  40709.93
2014-02-24 05:59:00.000 055       318.33  27427.14  30083.88  40709.70
2014-02-24 06:00:00.000 055       318.34  27426.96  30084.14  40709.78
2014-02-24 06:01:00.000 055       318.33  27427.15  30083.77  40709.62
2014-02-24 06:02:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:03:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:04:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:05:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:06:00.000 055       318.30  27427.89  30083.91  40710.24
2014-02-24 06:07:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:08:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:09:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:10:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:11:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:12:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:13:00.000 055       318.31  27428.50  30083.67  40710.46
2014-02-24 06:14:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:15:00.000 055       318.31  27428.39  30083.77  40710.46
2014-02-24 06:16:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:17:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:18:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:19:00.000 055       318.33  27428.39  30083.77  40710.46
2014-02-24 06:20:00.000 055      9999.00 999999.00 999999.00 999999.00
2014-02-24 06:21:00.000 055      9999.00 999999.00 999999.00 999999.00
