2016-03-05 00:00:00.000 065      9999.00 999999.00 999999.00 999999.00
2016-03-05 00:01:00.000 065       282.34  27412.91  29882.05  40550.71
2016-03-05 00:02:00.000 065       282.34  27413.08  29882.00  40550.78
2016-03-05 00:03:00.000 065       282.37  27412.91  29882.05  40550.71
2016-03-05 00:04:00.000 065       282.41  27412.92  29881.84  40550.55
2016-03-05 00:05:00.000 065       282.39  27413.35  29881.96  40550.94
2016-03-05 00:06:00.000 065       282.39  27413.51  29882.13  40551.16
2016-03-05 00:07:00.000 065       282.36  27413.99  29882.10  40551.47
2016-03-05 00:08:00.000 065       282.36  27413.66  29882.20  40551.32
2016-03-05 00:09:00.000 065       282.40  27413.28  29882.34  40551.16
2016-03-05 00:10:00.000 065       282.37  27413.45  29882.19  40551.16
2016-03-05 00:11:00.000 065       282.39  27413.61  29882.25  40551.32
2016-03-05 00:12:00.000 065       282.37  27413.94  29882.05  40551.39
2016-03-05 00:13:00.000 065       282.39  27413.88  29882.21  40551.47
2016-03-05 00:14:00.000 065       282.44  27413.87  29882.42  40551.62
2016-03-05 00:15:00.000 065       282.42  27414.03  29882.48  40551.77
2016-03-05 00:16:00.000 065       282.43  27413.75  29882.63  40551.70
2016-03-05 00:17:00.000 065       282.43  27414.24  29882.60  40552.00
2016-03-05 00:18:00.000 065       282.46  27414.23  29882.71  40552.08
2016-03-05 00:19:00.000 065       282.46  27414.35  29882.61  40552.08
2016-03-05 00:20:00.000 065       282.47  27414.24  29882.60  40552.00
2016-03-05 00:21:00.000 065       282.47  27414.29  29882.66  40552.08
2016-03-05 00:22:00.000 065       282.47  27414.23  29882.71  40552.08
2016-03-05 00:23:00.000 065       282.47  27414.12  29882.70  40552.00
2016-03-05 00:24:00.000 065       282.47  27414.18  29882.65  40552.00
2016-03-05 00:25:00.000 065       282.48  27414.18  29882.76  40552.08
2016-03-05 00:26:00.000 065       282.49  27414.23  29882.71  40552.08
2016-03-05 00:27:00.000 065       282.48  27414.23  29882.71  40552.08
2016-03-05 00:28:00.000 065       282.54  27413.74  29882.85  40551.85
2016-03-05 00:29:00.000 065       282.53  27413.42  29882.83  40551.62
2016-03-05 00:30:00.000 065       282.57  27412.98  29882.92  40551.39
2016-03-05 00:31:00.000 065       282.58  27412.87  29882.91  40551.32
2016-03-05 00:32:00.000 065       282.62  27412.86  29883.13  40551.47
2016-03-05 00:33:00.000 065       282.63  27412.75  29883.23  40551.47
2016-03-05 00:34:00.000 065       282.64  27412.58  29883.28  40551.39
2016-03-05 00:35:00.000 065       282.65  27413.13  29883.09  40551.62
2016-03-05 00:36:00.000 065       282.66  27413.02  29883.30  40551.70
2016-03-05 00:37:00.000 065       282.70  27413.01  29883.41  40551.77
2016-03-05 00:38:00.000 065       282.71  27413.28  29883.37  40551.93
2016-03-05 00:39:00.000 065       282.75  27413.49  29883.48  40552.16
2016-03-05 00:40:00.000 065       282.74  27413.87  29883.45  40552.39
2016-03-05 00:41:00.000 065       282.79  27413.65  29883.65  40552.39
2016-03-05 00:42:00.000 065       282.82  27413.44  29883.54  40552.16
2016-03-05 00:43:00.000 065       282.85  27413.16  29883.68  40552.08
2016-03-05 00:44:00.000 065       282.87  27413.32  29883.64  40552.16
2016-03-05 00:45:00.000 065       282.91  27412.84  29883.67  40551.85
2016-03-05 00:46:00.000 065       282.91  27413.27  29883.69  40552.16
2016-03-05 00:47:00.000 065       282.93  27413.22  29883.63  40552.08
2016-03-05 00:48:00.000 065       282.94  27413.26  29883.90  40552.31
2016-03-05 00:49:00.000 065       282.95  27413.42  29883.86  40552.39
2016-03-05 00:50:00.000 065       282.98  27413.53  29883.86  40552.46
2016-03-05 00:51:00.000 065       283.03  27413.30  29884.07  40552.46
2016-03-05 00:52:00.000 065       283.02  27413.65  29883.65  40552.39
2016-03-05 00:53:00.000 065       283.08  27413.26  29883.90  40552.31
2016-03-05 00:54:00.000 065       283.08  27413.52  29883.97  40552.54
2016-03-05 00:55:00.000 065       283.09  27413.64  29883.87  40552.54
2016-03-05 00:56:00.000 065       283.11  27413.47  29883.92  40552.46
2016-03-05 00:57:00.000 065       283.13  27413.52  29884.08  40552.61
2016-03-05 00:58:00.000 065       283.15  27413.68  29884.03  40552.69
2016-03-05 00:59:00.000 065       283.16  27413.68  29884.03  40552.69
2016-03-05 01:00:00.000 065       283.18  27413.73  29884.09  40552.77
2016-03-05 01:01:00.000 065       283.22  27413.57  29884.13  40552.69
2016-03-05 01:02:00.000 065       283.21  27413.68  29884.03  40552.69
2016-03-05 01:03:00.000 065       283.24  27413.57  29884.13  40552.69
2016-03-05 01:04:00.000 065       283.24  27413.85  29883.99  40552.77
2016-03-05 01:05:00.000 065       283.24  27413.80  29883.93  40552.69
2016-03-05 01:06:00.000 065       283.25  27414.00  29884.16  40553.00
2016-03-05 01:07:00.000 065       283.27  27414.11  29884.05  40553.00
2016-03-05 01:08:00.000 065       283.27  27414.32  29884.17  40553.22
2016-03-05 01:09:00.000 065       283.31  27414.32  29884.28  40553.30
2016-03-05 01:10:00.000 065       283.34  27414.16  29884.22  40553.15
2016-03-05 01:11:00.000 065       283.35  27414.27  29884.22  40553.22
2016-03-05 01:12:00.000 065       283.36  27414.16  29884.11  40553.07
2016-03-05 01:13:00.000 065       283.36  27414.54  29884.18  40553.38
2016-03-05 01:14:00.000 065       283.39  27414.27  29884.22  40553.22
2016-03-05 01:15:00.000 065       283.39  27414.38  29884.23  40553.30
2016-03-05 01:16:00.000 065       283.41  27414.10  29884.38  40553.22
2016-03-05 01:17:00.000 065       283.41  27414.32  29884.17  40553.22
2016-03-05 01:18:00.000 065       283.44  27414.10  29884.38  40553.22
2016-03-05 01:19:00.000 065       283.42  27414.21  29884.38  40553.30
2016-03-05 01:20:00.000 065       283.47  27414.04  29884.54  40553.30
2016-03-05 01:21:00.000 065       283.45  27414.37  29884.34  40553.38
2016-03-05 01:22:00.000 065       283.46  27414.36  29884.45  40553.45
2016-03-05 01:23:00.000 065       283.47  27414.15  29884.43  40553.30
2016-03-05 01:24:00.000 065       283.49  27414.09  29884.59  40553.38
2016-03-05 01:25:00.000 065       283.48  27414.20  29884.60  40553.45
2016-03-05 01:26:00.000 065       283.50  27414.41  29884.61  40553.61
2016-03-05 01:27:00.000 065       283.50  27414.41  29884.50  40553.53
2016-03-05 01:28:00.000 065       283.52  27414.08  29884.81  40553.53
2016-03-05 01:29:00.000 065       283.53  27414.20  29884.49  40553.38
2016-03-05 01:30:00.000 065       283.52  27414.20  29884.60  40553.45
2016-03-05 01:31:00.000 065       283.56  27413.70  29884.84  40553.30
2016-03-05 01:32:00.000 065       283.50  27414.10  29884.38  40553.22
2016-03-05 01:33:00.000 065       283.56  27413.32  29884.88  40553.07
2016-03-05 01:34:00.000 065       283.54  27413.60  29884.62  40553.07
2016-03-05 01:35:00.000 065       283.55  27413.28  29884.61  40552.84
2016-03-05 01:36:00.000 065       283.55  27413.17  29884.49  40552.69
2016-03-05 01:37:00.000 065       283.56  27412.96  29884.38  40552.46
