2018-11-08 00:00:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:01:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:02:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:03:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:04:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:05:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:06:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:07:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:08:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:09:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:10:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:11:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:12:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:13:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:14:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:15:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:16:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:17:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:18:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:19:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:20:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:21:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:22:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:23:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:24:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:25:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:26:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:27:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:28:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:29:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:30:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:31:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:32:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:33:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:34:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:35:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:36:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:37:19.000 312       399.30  28140.75  30998.85  41866.82
2018-11-08 00:38:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:39:19.000 312       399.30  28140.75  30998.85  41866.82
2018-11-08 00:40:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:41:00.000 312      9999.00 999999.00 999999.00 999999.00
2018-11-08 00:42:18.000 312       321.91  27452.66  30023.81  40682.64
2018-11-08 00:43:13.000 312       321.93  27452.50  30023.81  40682.54
2018-11-08 00:44:06.000 312       321.93  27452.43  30024.04  40682.66
2018-11-08 00:45:07.000 312       321.94  27452.04  30024.12  40682.46
2018-11-08 00:46:04.000 312       321.96  27662.54  30023.74  40824.51
2018-11-08 00:47:11.000 312       321.93  27682.76  30023.81  40838.27
2018-11-08 00:48:11.000 312       321.95  27452.50  30023.81  40682.54
2018-11-08 00:49:12.000 312       321.98  27546.42  30024.27  40746.32
