index DOY Kp ap Ap Cp C9 BSRN NdB
"2004-11-29 00:00:00" 334 3o 15 17 0.9 4 2338 19
"2004-11-29 03:00:00" 334 3o 15 17 0.9 4 2338 19
"2004-11-29 06:00:00" 334 3+ 18 17 0.9 4 2338 19
"2004-11-29 09:00:00" 334 3o 15 17 0.9 4 2338 19
"2004-11-29 12:00:00" 334 3- 12 17 0.9 4 2338 19
"2004-11-29 15:00:00" 334 3o 15 17 0.9 4 2338 19
"2004-11-29 18:00:00" 334 3+ 18 17 0.9 4 2338 19
"2004-11-29 21:00:00" 334 4o 27 17 0.9 4 2338 19
