index DOY Kp ap Ap Cp C9 BSRN NdB
"2019-04-21 00:00:00" 111 2- 6 3 0.1 0 2533 10
"2019-04-21 03:00:00" 111 1o 4 3 0.1 0 2533 10
"2019-04-21 06:00:00" 111 1- 3 3 0.1 0 2533 10
"2019-04-21 09:00:00" 111 1- 3 3 0.1 0 2533 10
"2019-04-21 12:00:00" 111 1- 3 3 0.1 0 2533 10
"2019-04-21 15:00:00" 111 0+ 2 3 0.1 0 2533 10
"2019-04-21 18:00:00" 111 0+ 2 3 0.1 0 2533 10
"2019-04-21 21:00:00" 111 0+ 2 3 0.1 0 2533 10
