index DOY Kp ap Ap Cp C9 BSRN NdB
"2004-11-24 00:00:00" 329 3o 15 8 0.5 2 2338 14
"2004-11-24 03:00:00" 329 2o 7 8 0.5 2 2338 14
"2004-11-24 06:00:00" 329 2o 7 8 0.5 2 2338 14
"2004-11-24 09:00:00" 329 2+ 9 8 0.5 2 2338 14
"2004-11-24 12:00:00" 329 2o 7 8 0.5 2 2338 14
"2004-11-24 15:00:00" 329 1+ 5 8 0.5 2 2338 14
"2004-11-24 18:00:00" 329 1+ 5 8 0.5 2 2338 14
"2004-11-24 21:00:00" 329 3- 12 8 0.5 2 2338 14
