index DOY Kp ap Ap Cp C9 BSRN NdB
"2003-10-17 00:00:00" 290 5- 39 32 1.3 6 2323 15
"2003-10-17 03:00:00" 290 5+ 56 32 1.3 6 2323 15
"2003-10-17 06:00:00" 290 6- 67 32 1.3 6 2323 15
"2003-10-17 09:00:00" 290 4+ 32 32 1.3 6 2323 15
"2003-10-17 12:00:00" 290 4- 22 32 1.3 6 2323 15
"2003-10-17 15:00:00" 290 2+ 9 32 1.3 6 2323 15
"2003-10-17 18:00:00" 290 3- 12 32 1.3 6 2323 15
"2003-10-17 21:00:00" 290 4- 22 32 1.3 6 2323 15
