index DOY Kp ap Ap Cp C9 BSRN NdB
"2019-11-01 00:00:00" 305 1+ 5 3 0.0 0 2540 15
"2019-11-01 03:00:00" 305 2+ 9 3 0.0 0 2540 15
"2019-11-01 06:00:00" 305 1- 3 3 0.0 0 2540 15
"2019-11-01 09:00:00" 305 0+ 2 3 0.0 0 2540 15
"2019-11-01 12:00:00" 305 1- 3 3 0.0 0 2540 15
"2019-11-01 15:00:00" 305 0o 0 3 0.0 0 2540 15
"2019-11-01 18:00:00" 305 0o 0 3 0.0 0 2540 15
"2019-11-01 21:00:00" 305 0o 0 3 0.0 0 2540 15
