2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000 2000
  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273  2273
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
 71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71
  19   15   14   16   15   15   15   15   15   16   14   14   16   15   14   16   15   15   15   15   14   15   15   15
  19   15   14   16   15   15   15   15   15   16   14   14   16   15   14   16   15   15   15   15   14   15   15   15
  16.7   16.6   14.9   12.5   11.0   13.8   19.7   17.9   16.2   15.9   20.1   20.6   16.9   18.2   16.2   13.6   12.6   10.7   11.1   12.2   12.7   11.8   10.8   10.1
  15.4   14.7   13.6    7.8    3.2   10.8   13.6   14.1   14.4   15.0   19.4   16.0   13.7   18.1   15.9   12.9   12.5    9.4   10.9   12.1   12.4   11.6   10.8   10.0
 -12.5    3.8  -36.4    0.5   34.3   35.3   50.7   32.0  -47.3  -52.3  -50.4   -5.0   51.9  -19.0   -4.6   -6.4  -10.5   -1.6   11.8    4.1   -1.1    0.8   -8.8  -11.5
 291.2  310.2  294.3  329.9  104.2  257.1  222.9  260.9  286.2  279.0  297.5  292.4  311.7  278.8  273.0  240.1  227.0  191.7  198.7  187.0  171.3  159.8  159.3  139.0
   5.5    9.5    4.5    6.7   -0.6   -2.0   -6.3   -1.9    2.7    1.4    5.7    6.1    5.6    2.6    0.8   -6.4   -8.4   -9.2  -10.1  -11.9  -12.3  -10.9  -10.0   -7.4
 -14.0  -11.2   -9.9   -3.9    2.5   -8.6   -5.9  -11.8   -9.4   -9.0  -11.0  -14.7   -6.3  -16.9  -15.8  -11.1   -9.0   -1.9   -3.4   -1.5    1.9    4.0    3.8    6.4
  -3.4    1.0   -8.0    0.1    1.8    6.2   10.5    7.5  -10.6  -11.8  -15.0   -1.4   10.7   -5.9   -1.3   -1.4   -2.3   -0.3    2.2    0.9   -0.2    0.2   -1.6   -2.0
 -10.6  -10.4   -5.4   -3.6    1.7  -10.1   -8.4  -13.1   -7.4   -7.0   -8.7  -14.3   -8.0  -15.5  -15.1  -10.3   -7.9   -1.7   -4.0   -1.7    1.8    3.4    4.1    6.5
  -9.8   -4.3  -11.5   -1.5    2.6    3.3    8.7    4.8  -12.1  -13.1  -16.4   -3.6    9.5   -9.0   -4.8   -4.2   -4.9   -0.9    0.7    0.2    0.7    2.1    0.5    1.5
   5.8    1.8    0.6    2.6    2.0    3.0    2.3    2.1    2.7    3.5    1.8    1.7    2.4    1.6    0.7    0.4    0.6    1.1    0.1    0.4    0.1    0.5    0.3    0.3
   8.2    6.9    5.7    9.7    9.6    8.6   14.2   10.3    7.3    5.2    4.9   12.1    9.4    2.6    2.6    3.9    1.5    4.5    1.5    1.4    2.3    2.1    0.9    1.5
   4.5    2.4    2.6    2.4    3.9    4.0    7.4    4.8    3.9    1.5    3.2    3.8    2.1    1.5    1.8    2.7    0.9    1.1    0.4    0.6    0.3    0.7    0.5    0.8
   5.1    1.8    1.9    7.3    7.6    4.7    9.1    7.6    5.5    2.0    3.0    5.1    4.8    1.3    0.7    2.3    0.9    4.1    1.1    1.1    1.9    1.7    0.4    1.1
   4.6    6.2    4.7    5.9    4.3    6.0    7.9    5.1    2.9    4.5    2.1   10.3    7.8    1.6    1.8    1.7    0.8    1.5    0.9    0.6    1.2    1.0    0.6    0.6
  139168.   180039.    94878.   298694.   372964.   133827.   118941.   146305.   176561.   169451.   129311.   139433.   182862.    98449.    71231.    78094.    78393.   192519.    79239.    56548.    38323.    29111.    27582.    23541.
  13.8   13.1   16.2   12.1   11.1   23.0   22.0   18.3   23.6   20.5   19.2   13.0    8.4    8.4    9.3   11.0    7.9    6.5    5.7    3.8    3.8    3.1    3.1    1.4
  527.   543.   535.   544.   569.   578.   578.   573.   589.   585.   583.   569.   545.   562.   546.   542.   545.   549.   545.   541.   537.   527.   521.   534.
  -6.3   -9.5   -8.2   -4.1   -1.1   -3.7   -1.3   -0.6   -0.0   -1.2   -0.6    4.9    3.7    0.4    1.3   -2.0   -0.4    2.7    1.9    1.9    2.7    3.1    2.9    0.4
   5.2    4.0    2.9    1.5   -0.3    2.6    1.4    2.2   -3.9   -4.9   -5.1   -1.8   -0.7   -6.1   -4.6   -3.1   -2.6   -2.7   -2.1   -2.7   -3.0   -2.6   -0.8   -3.2
 0.041  0.038  0.030  0.048  0.048  0.056  0.052  0.046  0.046  0.064  0.082  0.095  0.050  0.070  0.046  0.070  0.068  0.056  0.054  0.052  0.046  0.057  0.045  0.030
   55338.    48030.    22301.   141723.    91575.    21595.    12332.    55958.    59228.    57016.    39555.    52132.    31007.    31019.    31542.    13197.    11488.    58665.    13106.    10330.     7246.     2361.     3027.     4219.
   6.7    3.6    2.4    4.5    3.6    4.2    4.8    3.9    3.5    5.3    5.5    2.3    2.6    2.9    1.1    0.8    2.0    1.3    0.6    0.6    0.4    0.4    0.7    0.2
   55.     5.     9.    22.     7.     4.     4.     9.     7.     6.     9.    16.    15.     5.     8.     8.     6.    10.     3.     2.     2.     4.     4.     6.
   3.4    1.4    1.4    4.0    1.1    0.7    1.7    2.0    0.4    1.2    1.6    3.2    2.6    1.4    0.4    0.7    0.8    2.0    1.1    0.2    0.7    0.6    1.4    0.4
   4.1    1.5    1.0    2.6    1.5    0.6    1.1    1.5    1.1    2.2    1.4    2.8    2.8    0.8    0.7    0.5    0.6    1.1    1.2    0.6    1.0    1.0    0.7    0.9
 0.014  0.007  0.006  0.016  0.011  0.014  0.016  0.010  0.008  0.014  0.016  0.027  0.027  0.022  0.018  0.013  0.014  0.012  0.007  0.003  0.004  0.008  0.011  0.004
  7.45   7.43   8.67   7.13   7.15  15.71  14.83  11.88  16.19  14.72  14.47   9.70   5.00   5.67   5.48   6.91   4.98   4.00   3.44   2.24   2.17   1.77   1.66   0.75
   5.16    2.33    6.15    0.82   -1.48   -1.91   -5.03   -2.75    7.13    7.66    9.56    2.05   -5.18    5.06    2.62    2.28    2.67    0.49   -0.38   -0.11   -0.38   -1.11   -0.26   -0.80
   0.55    0.61    0.68    1.38    1.91    1.32    0.58    0.65    1.14    1.00    0.51    0.34    0.38    0.24    0.29    0.51    0.43    0.76    0.40    0.20    0.16    0.15    0.17    0.09
   5.9    5.9    7.2    7.6    8.6   10.0    6.9    6.8    8.8    8.3    6.4    5.0    4.7    4.5    5.1    6.6    6.1    6.5    5.9    4.3    4.1    3.9    4.2    3.1
  4.8   4.8   5.7   5.1   5.3   6.9   5.6   5.5   6.3   6.1   5.3   4.4   4.1   4.1   4.6   5.5   5.2   5.1   5.1   4.0   3.9   3.7   4.0   3.0
 0.0346  0.0339  0.0228  0.0208  0.0160  0.0118  0.0251  0.0254  0.0153  0.0171  0.0295  0.0480  0.0545  0.0594  0.0450  0.0272  0.0322  0.0278  0.0346  0.0637  0.0700  0.0769  0.0659  0.1216
 60  60  60  60  60  60  60  60  60  67  67  67  57  57  57  43  43  43  33  33  33  30  30  30
 166  166  166  166  166  166  166  166  166  166  166  166  166  166  166  166  166  166  166  166  166  166  166  166
   -23    -37    -41    -59    -47    -24    -30    -33    -29    -68    -99   -135   -109    -93   -106    -98   -105   -112   -111   -104    -96    -90    -85    -78
  80   80   80   80   80   80   80   80   80  111  111  111   67   67   67   32   32   32   18   18   18   15   15   15
 159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1  159.1
 1124   565   891   634   274   189   345   236   406  1088   984   652   438   601  1010   628   473   876   277   190   143   297   228   164
 -1109   -390   -689   -394    -79    -66   -159    -82   -270  -1161  -1061   -636   -347   -458   -813   -412   -336   -650   -157   -123   -107   -250   -191   -134
    15    175    203    240    195    124    186    154    136    -73    -77     16     92    143    197    216    138    226    120     67     36     47     37     30
   6.2    2.2    5.9    4.6    3.0    1.3    1.6    0.8    2.4    8.9   10.1    4.8    2.0    5.6    6.4    5.4    3.3    4.0    1.5    1.5    1.1    0.9    0.9    0.7
 0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352  0.009352
   1150.00     451.00     407.00     198.00     180.00     149.00     129.00      99.90      59.30      49.40      49.30      52.40      61.60      48.10      60.70      46.50      42.10      48.90      26.40      23.10      25.70      22.30      22.90      23.60
   169.00     47.00     45.90     21.60     19.00     15.40     13.80     11.40     10.30     11.80     15.40     13.90     12.10     16.30     18.80     10.30      9.76     10.50      7.36      6.73      6.98      6.43      6.49      6.41
    13.30      3.66      3.59      1.94      1.80      1.60      1.72      1.90      2.70      4.19      5.44      4.44      3.41      4.82      5.16      2.87      2.84      2.80      2.30      2.11      2.06      1.96      1.95      1.89
     1.14      0.76      0.78      0.60      0.60      0.58      0.71      0.84      1.07      1.51      1.75      1.43      1.18      1.29      1.30      0.96      0.99      0.91      0.83      0.82      0.76      0.78      0.76      0.75
     0.36      0.38      0.40      0.38      0.39      0.38      0.44      0.46      0.47      0.52      0.52      0.49      0.46      0.39      0.44      0.42      0.43      0.45      0.43      0.41      0.40      0.40      0.41      0.41
     0.28      0.30      0.31      0.31      0.30      0.28      0.31      0.34      0.35      0.36      0.34      0.34      0.33      0.28      0.32      0.32      0.33      0.36      0.34      0.31      0.31      0.29      0.32      0.32
 -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1
