2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011 2011
 296 296 296 296 296 296 296 296 296 296 296 296 296 296 296 296 296 296 296 296 296 296 296 296
  0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
 2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431  2431
 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51
 52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52
  56   60   55   60   61   58   56   55   59   60   60   58   57   58   57   62   59   60   62   58   65   62   59   61
  30   35   31   33   37   33   32   31   35   37   34   32   34   31   33   35   36   36   38   35   40   37   36   37
   5.7    6.1    6.1    6.1    6.1    5.8    5.9    6.3    6.2    6.1    6.6    6.7    6.7    6.5    5.4    4.0    2.7    2.3    3.4    2.9    4.2    5.7    5.2    5.7
   5.6    6.0    6.0    6.0    6.0    5.8    5.7    6.2    6.2    6.0    6.5    6.7    6.7    6.5    5.3    3.9    1.6    2.0    1.0    1.6    3.2    5.4    4.9    5.4
  17.7    4.1   -3.3   -7.9  -24.6  -28.6  -17.6  -36.2  -39.9  -45.8  -45.4  -48.3  -54.7  -56.5  -61.3  -65.4  -64.4   45.6  -35.9  -30.7  -22.5  -40.2  -48.2  -42.8
 282.1  282.9  280.2  292.9  272.1  248.6  233.8  236.3  226.8  243.7  270.1  273.8  268.9  263.0  248.0  224.3  243.6  337.6  295.9  154.5  316.6  320.1  324.2  317.6
   1.1    1.3    1.1    2.3    0.2   -1.8   -3.2   -2.8   -3.2   -1.9    0.0    0.3   -0.1   -0.4   -0.9   -1.2   -0.3    1.3    0.4   -1.2    2.2    3.2    2.7    2.9
  -5.2   -5.8   -5.9   -5.4   -5.4   -4.7   -4.4   -4.2   -3.4   -3.8   -4.6   -4.4   -3.8   -3.5   -2.4   -1.1   -0.6   -0.5   -0.7    0.6   -2.1   -2.7   -1.9   -2.7
   1.7    0.4   -0.4   -0.8   -2.5   -2.8   -1.7   -3.7   -3.9   -4.3   -4.7   -5.0   -5.4   -5.4   -4.6   -3.6   -1.4    1.4   -0.6   -0.8   -1.2   -3.5   -3.7   -3.7
  -4.7   -5.6   -5.8   -5.4   -5.9   -5.4   -4.7   -5.4   -4.9   -5.5   -6.4   -6.3   -6.0   -5.6   -4.2   -2.4   -1.1    0.0   -0.8    0.4   -2.3   -3.3   -2.5   -3.3
   2.7    1.7    1.2    0.9   -0.4   -0.7    0.4   -1.3   -1.7   -1.8   -1.7   -2.1   -2.8   -3.2   -3.1   -2.9   -1.1    1.5   -0.4   -0.9   -0.7   -2.9   -3.3   -3.1
   0.1    0.1    0.0    0.2    0.2    0.1    0.2    0.2    0.2    0.2    0.2    0.0    0.1    0.0    0.7    0.5    0.8    0.3    1.2    0.8    1.1    0.4    0.6    0.6
   0.8    0.9    0.5    1.1    1.4    0.6    1.7    0.6    0.8    0.9    0.7    0.4    0.3    0.3    1.4    0.9    2.4    1.1    3.5    2.5    3.0    1.7    1.9    1.6
   0.3    0.4    0.2    0.8    1.1    0.5    0.8    0.3    0.5    0.8    0.4    0.2    0.2    0.3    0.8    0.5    0.8    0.7    0.8    1.1    2.0    0.6    0.4    0.3
   0.4    0.2    0.0    0.5    0.5    0.2    0.5    0.4    0.6    0.3    0.4    0.2    0.2    0.1    1.0    0.6    0.5    0.8    2.2    1.9    1.9    1.3    0.7    0.9
   0.6    0.8    0.4    0.6    0.7    0.3    1.4    0.3    0.2    0.3    0.4    0.2    0.1    0.1    0.5    0.5    2.2    0.3    2.6    1.3    1.0    0.8    1.6    1.4
    9435.    10821.    11141.    12079.    11537.    12690.    12116.    11726.    10845.    12486.    15913.    14852.    14342.    13651.    14481.    12820.    12828.    10518.    10979.    13831.    21225.    14107.    15834.    20145.
   6.1    5.5    6.0    6.0    6.4    7.0    7.5    6.9    7.0    7.4    5.2    4.7    4.9    5.6    8.0   12.0   15.7   17.4   16.2   15.5   13.9   14.8   18.9   17.8
  309.   307.   307.   301.   306.   310.   305.   299.   299.   294.   297.   297.   296.   294.   290.   290.   292.   291.   292.   293.   303.   311.   312.   314.
